,Submission,Title,Cited
1907,1908,Less Is More: Volatility Forecasting with Contrastive Representation Learning (Student Abstract),0
1873,1874,Latent Space Evolution under Incremental Learning with Concept Drift (Student Abstract),0
1859,1860,Meta Learning in Decentralized Neural Networks: Towards More General AI,0
1284,1285,Quantized Feature Distillation for Network Quantization,0
1884,1885,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),0
1883,1884,AsT: An Asymmetric-Sensitive Transformer for Osteonecrosis of the Femoral Head Detection (Student Abstract),0
1279,1280,Does It Pay to Optimize AUC?,0
1866,1867,Modeling Metacognitive and Cognitive Processes in Data Science Problem Solving (Student Abstract),0
1236,1237,High-Level Semantic Feature Matters Few-Shot Unsupervised Domain Adaptation,0
1867,1868,"Hey, Siri! Why Are You Biased against Women? (Student Abstract)",0
1882,1883,SkateboardAI: The Coolest Video Action Recognition for Skateboarding (Student Abstract),0
1878,1879,Know Your Enemy: Identifying Adversarial Behaviours in Deep Reinforcement Learning Agents (Student Abstract),0
1283,1284,Gradient-Adaptive Pareto Optimization for Constrained Reinforcement Learning,0
1869,1870,PanTop: Pandemic Topic Detection and Monitoring System (Student Abstract),0
1886,1887,CasODE: Modeling Irregular Information Cascade via Neural Ordinary Differential Equations (Student Abstract),0
1877,1878,Reconsidering Deception in Social Robotics: The Role of Human Vulnerability (Student Abstract),0
1870,1871,Social Intelligence towards Human-AI Teambuilding (Student Abstract),0
1876,1877,Lightweight Transformer for Multi-Modal Object Detection (Student Abstract),0
1286,1287,ContraFeat: Contrasting Deep Features for Semantic Discovery,0
1875,1876,Optimal Execution via Multi-Objective Multi-Armed Bandits (Student Abstract),0
1290,1291,Mixed-Variable Black-Box Optimisation Using Value Proposal Trees,0
1874,1875,Model Selection of Graph Signage Models Using Maximum Likelihood (Student Abstract),0
1871,1872,Robust Training for AC-OPF (Student Abstract),0
1287,1288,Locate Then Generate: Bridging Vision and Language with Bounding Box for Scene-Text VQA,0
1294,1295,Learning Explicit Credit Assignment for Cooperative Multi-Agent Reinforcement Learning via Polarization Policy Gradient,0
1278,1279,Data Imputation with Iterative Graph Reconstruction,0
1263,1264,Let the Data Choose: Flexible and Diverse Anchor Graph Fusion for Scalable Multi-View Clustering,0
1268,1269,Dynamic Heterogeneous Graph Attention Neural Architecture Search,0
1903,1904,Exploring Hypergraph of Earnings Call for Risk Prediction (Student Abstract),0
1265,1266,High-Dimensional Dueling Optimization with Preference Embedding,0
1902,1903,Invertible Conditional GAN Revisited: Photo-to-Manga Face Translation with Modern Architectures (Student Abstract),0
1872,1873,IdProv: Identity-Based Provenance for Synthetic Image Generation (Student Abstract),0
1901,1902,Unsupervised Contrastive Representation Learning for 3D Mesh Segmentation (Student Abstract),0
1900,1901,Expert Data Augmentation in Imitation Learning (Student Abstract),0
1267,1268,Scalable Bayesian Meta-Learning through Generalized Implicit Gradients,0
1860,1861,Learning and Planning under Uncertainty for Conservation Decisions,0
1863,1864,Deep Learning for Medical Prediction in Electronic Health Records,0
1270,1271,Tensorized Incomplete Multi-View Clustering with Intrinsic Graph Completion,0
1887,1888,SR-AnoGAN: You Never Detect Alone. Super Resolution in Anomaly Detection (Student Abstract),0
1898,1899,Towards Safe Reinforcement Learning via OOD Dynamics Detection in Autonomous Driving System (Student Abstract),0
1297,1298,Reward-Based Negotiating Agent Strategies,0
1897,1898,Towards Fair and Selectively Privacy-Preserving Models Using Negative Multi-Task Learning (Student Abstract),0
1295,1296,Zero-Shot Assistance in Sequential Decision Problems,0
1273,1274,AutoGraph: Optimizing DNN Computation Graph for Parallel GPU Kernel Execution,0
1896,1897,Safety Aware Neural Pruning for Deep Reinforcement Learning (Student Abstract),0
1864,1865,Efficient Algorithms for Regret Minimization in Billboard Advertisement (Student Abstract),0
1894,1895,eCDANs: Efficient Temporal Causal Discovery from Autocorrelated and Non-stationary Data (Student Abstract),0
1276,1277,Multi-Level Confidence Learning for Trustworthy Multimodal Classification,0
1920,1921,Cross-Regional Fraud Detection via Continual Learning (Student Abstract),0
1577,1578,An Ensemble Distillation Framework for Sentence Embeddings with Multilingual Round-Trip Translation,0
1921,1922,Category-Guided Visual Question Generation (Student Abstract),0
1972,1973,Long Legal Article Question Answering via Cascaded Key Segment Learning (Student Abstract),0
1984,1985,Exploiting High-Order Interaction Relations to Explore User Intent (Student Abstract),0
1983,1984,Graph of Graphs: A New Knowledge Representation Mechanism for Graph Learning (Student Abstract),0
1982,1983,HaPPy: Harnessing the Wisdom from Multi-Perspective Graphs for Protein-Ligand Binding Affinity Prediction (Student Abstract),0
1981,1982,DyCVAE: Learning Dynamic Causal Factors for Non-stationary Series Domain Generalization (Student Abstract),0
1979,1980,Clustered Federated Learning for Heterogeneous Data (Student Abstract),0
1166,1167,Practical Markov Boundary Learning without Strong Assumptions,0
1167,1168,FedNP: Towards Non-IID Federated Learning via Federated Neural Propagation,0
1976,1977,Logic Error Localization and Correction with Machine Learning (Student Abstract),0
1975,1976,ACCD: An Adaptive Clustering-Based Collusion Detector in Crowdsourcing (Student Abstract),0
1974,1975,Class Incremental Learning for Task-Oriented Dialogue System with Contrastive Distillation on Internal Representations (Student Abstract),0
1973,1974,Improving Dialogue Intent Classification with a Knowledge-Enhanced Multifactor Graph Model (Student Abstract),0
1175,1176,Bayesian Federated Neural Matching That Completes Full Information,0
1159,1160,Learning Instrumental Variable from Data Fusion for Treatment Effect Estimation,0
1176,1177,CDMA: A Practical Cross-Device Federated Learning Algorithm for General Minimax Problems,0
1177,1178,Towards Optimal Randomized Strategies in Adversarial Example Game,0
1971,1972,Tackling Safe and Efficient Multi-Agent Reinforcement Learning via Dynamic Shielding (Student Abstract),0
1970,1971,Enhancing Dynamic GCN for Node Attribute Forecasting with Meta Spatial-Temporal Learning (Student Abstract),0
1969,1970,Learning Dynamic Temporal Relations with Continuous Graph for Multivariate Time Series Forecasting (Student Abstract),0
1181,1182,Decentralized Stochastic Multi-Player Multi-Armed Walking Bandits,0
1183,1184,Contrastive Open Set Recognition,0
1968,1969,Anti-drifting Feature Selection via Deep Reinforcement Learning (Student Abstract),0
1967,1968,Quantify the Political Bias in News Edits: Experiments with Few-Shot Learners (Student Abstract),0
1966,1967,Global Explanations for Image Classifiers (Student Abstract),0
1964,1965,The Naughtyformer: A Transformer Understands and Moderates Adult Humor (Student Abstract),0
1986,1987,Model-Based Offline Weighted Policy Optimization (Student Abstract),0
1988,1989,SOREO: A System for Safe and Autonomous Drones Fleet Navigation with Reinforcement Learning,0
1922,1923,Can Graph Neural Networks Learn to Solve the MaxSAT Problem? (Student Abstract),0
2006,2007,MARCOL: A Maritime Collision Avoidance Decision-Making Testbed,0
2019,2020,CLUE-AD: A Context-Based Method for Labeling Unobserved Entities in Autonomous Driving Data,0
2018,2019,AnoViz: A Visual Inspection Tool of Anomalies in Multivariate Time Series,0
2016,2017,Task2KB: A Public Task-Oriented Knowledge Base,0
2013,2014,Prototyping Logic-Based AI Services with LogicUS,0
2012,2013,nBIIG: A Neural BI Insights Generation System for Table Reporting,0
2011,2012,AI Model Factory: Scaling AI for Industry 4.0 Applications,0
1136,1137,Effective Continual Learning for Text Classification with Lightweight Snapshots,0
2008,2009,Robust-MSA: Understanding the Impact of Modality Noise on Multimodal Sentiment Analysis,0
2007,2008,FC-TrackNet: Fast Convergence Net for 6D Pose Tracking in Synthetic Domains,0
1139,1140,The Implicit Regularization of Momentum Gradient Descent in Overparametrized Models,0
1141,1142,Hierarchical Contrastive Learning for Temporal Point Processes,0
1143,1144,State-Conditioned Adversarial Subgoal Generation,0
1155,1156,Efficient Explorative Key-Term Selection Strategies for Conversational Contextual Bandits,0
1144,1145,Deep Attentive Model for Knowledge Tracing,0
2004,2005,NCTV: Neural Clamping Toolkit and Visualization for Neural Network Calibration,0
2003,2004,DFEE: Interactive DataFlow Execution and Evaluation Kit,0
2000,2001,Generating Reflective Questions for Engaging Gallery Visitors in ArtMuse,0
1150,1151,AutoNF: Automated Architecture Optimization of Normalizing Flows with Unconstrained Continuous Relaxation Admitting Optimal Discrete Solution,0
1151,1152,SEnsor Alignment for Multivariate Time-Series Unsupervised Domain Adaptation,0
1999,2000,DISPUTool 2.0: A Modular Architecture for Multi-Layer Argumentative Analysis of Political Debates,0
1995,1996,"EasyRec: An Easy-to-Use, Extendable and Efficient Framework for Building Industrial Recommendation Systems",0
1994,1995,"HAPI Explorer: Comprehension, Discovery, and Explanation on History of ML APIs",0
1993,1994,TUTORING: Instruction-Grounded Conversational Agent for Language Learners,0
1990,1991,Dagster: Parallel Structured Search,0
1963,1964,Parallel Index-Based Search Algorithm for Coalition Structure Generation (Student Abstract),0
1962,1963,Exploration on Physics-Informed Neural Networks on Partial Differential Equations (Student Abstract),0
1961,1962,ES-Mask: Evolutionary Strip Mask for Explaining Time Series Prediction (Student Abstract),0
1221,1222,Learning Dynamic Latent Spaces for Lifelong Generative Modelling,0
1938,1939,Hardness of Learning AES Key (Student Abstract),0
1214,1215,T-distributed Spherical Feature Representation for Imbalanced Classification,0
1933,1934,Novel Intent Detection and Active Learning Based Classification (Student Abstract),0
1932,1933,Counting Knot Mosaics with ALLSAT (Student Abstract),0
1931,1932,Label Smoothing for Emotion Detection (Student Abstract),0
1930,1931,Debiasing Intrinsic Bias and Application Bias Jointly via Invariant Risk Minimization (Student Abstract),0
1929,1930,A Mutually Enhanced Bidirectional Approach for Jointly Mining User Demand and Sentiment (Student Abstract),0
1217,1218,Prototypical Partial Optimal Transport for Universal Domain Adaptation,0
1218,1219,DeCOM: Decomposed Policy for Constrained Cooperative Multi-Agent Reinforcement Learning,0
1928,1929,Risk-Aware Decentralized Safe Control via Dynamic Responsibility Allocation (Student Abstract),0
1219,1220,Purifier: Defending Data Inference Attacks via Transforming Confidence Scores,0
1222,1223,Lifelong Compression Mixture Model via Knowledge Relationship Graph,0
1960,1961,Two-Streams: Dark and Light Networks with Graph Convolution for Action Recognition from Dark Videos (Student Abstract),0
1223,1224,Lifelong Variational Autoencoder via Online Adversarial Expansion Strategy,0
1927,1928,Toplogical Data Analysis Detects and Classifies Sunspots (Student Abstract),0
1224,1225,Continual Variational Autoencoder via Continual Generative Knowledge Distillation,0
1225,1226,Certifiable Out-of-Distribution Generalization,0
1226,1227,Random Walk Conformer: Learning Graph Representation from Long and Short Range,0
1926,1927,Semi-supervised Review-Aware Rating Regression (Student Abstract),0
1925,1926,MGIA: Mutual Gradient Inversion Attack in Multi-Modal Federated Learning (Student Abstract),0
1924,1925,A Highly Efficient Marine Mammals Classifier Based on a Cross-Covariance Attended Compact Feed-Forward Sequential Memory Network (Student Abstract),0
1923,1924,Flaky Performances When Pretraining on Relational Databases (Student Abstract),0
1230,1231,Priori Anchor Labels Supervised Scalable Multi-View Bipartite Graph Clustering,0
1232,1233,Boosted Dynamic Neural Networks,0
1939,1940,Generative Pipeline for Data Augmentation of Unconstrained Document Images with Structural and Textural Degradation (Student Abstract),0
1845,1846,Modeling Strategies as Programs: How to Study Strategy Differences in Intelligent Systems with Program Synthesis,0
1212,1213,Understanding Representation Learnability of Nonlinear Self-Supervised Learning,0
1940,1941,Neural Language Model Based Attentive Term Dependence Model for Verbose Query (Student Abstract),0
1959,1960,Backforward Propagation (Student Abstract),0
1194,1195,USDNL: Uncertainty-Based Single Dropout in Noisy Label Learning,0
1195,1196,Trusted Fine-Grained Image Classification through Hierarchical Evidence Fusion,0
1958,1959,Exploring the Relative Value of Collaborative Optimisation Pathways (Student Abstract),0
1957,1958,TA-DA: Topic-Aware Domain Adaptation for Scientific Keyphrase Identification and Classification (Student Abstract),0
1956,1957,Persistent Homology through Image Segmentation (Student Abstract),0
1198,1199,Fast and Accurate Binary Neural Networks Based on Depth-Width Reshaping,0
1199,1200,Learning the Finer Things: Bayesian Structure Learning at the Instantiation Level,0
1955,1956,Development of a Human-Agent Interaction System including Norm and Emotion in an Evacuation Situation (Student Abstract),0
1954,1955,Efficient Dynamic Batch Adaptation (Student Abstract),0
1953,1954,Scalable Negotiating Agent Strategy via Multi-Issue Policy Network (Student Abstract),0
1952,1953,Bayesian Models for Targeted Cyber Deception Strategies (Student Abstract),0
1950,1951,FakeKG: A Knowledge Graph of Fake Claims for Improving Automated Fact-Checking (Student Abstract),0
1206,1207,WaveForM: Graph Enhanced Wavelet Learning for Long Sequence Forecasting of Multivariate Time Series,0
1949,1950,Can You Answer This? - Exploring Zero-Shot QA Generalization Capabilities in Large Language Models (Student Abstract),0
1207,1208,Layout Generation as Intermediate Action Sequence Prediction,0
1948,1949,Maximizing Influence Spread through a Dynamic Social Network (Student Abstract),0
1946,1947,Photogrammetry and VR for Comparing 2D and Immersive Linguistic Data Collection (Student Abstract),0
1945,1946,Fuzzy C-means: Differences on Clustering Behavior between High Dimensional and Functional Data (Student Abstract),0
1944,1945,Explaining Large Language Model-Based Neural Semantic Parsers (Student Abstract),0
1943,1944,A Probabilistic Graph Diffusion Model for Source Localization (Student Abstract),0
1942,1943,Ordinal Programmatic Weak Supervision and Crowdsourcing for Estimating Cognitive States (Student Abstract),0
1941,1942,Evaluating Factors Influencing COVID-19 Outcomes across Countries Using Decision Trees (Student Abstract),0
1846,1847,Non-exponential Reward Discounting in Reinforcement Learning,0
1812,1813,AI Made by Youth: A Conversational AI Curriculum for Middle School Summer Camps,0
1321,1322,Learning to Play General-Sum Games against Multiple Boundedly Rational Agents,0
1652,1653,Ensemble-in-One: Ensemble Learning within Random Gated Networks for Enhanced Adversarial Robustness,0
1474,1475,Heterogeneous-Branch Collaborative Learning for Dialogue Generation,0
1689,1690,Formally Verified Solution Methods for Markov Decision Processes,0
1475,1476,Learning to Know Myself: A Coarse-to-Fine Persona-Aware Training Framework for Personalized Dialogue Generation,0
1476,1477,WIERT: Web Information Extraction via Render Tree,0
1687,1688,Constrained Reinforcement Learning in Hard Exploration Problems,0
1478,1479,Generalizing Math Word Problem Solvers via Solution Diversification,0
1684,1685,Anonymization for Skeleton Action Recognition,0
1681,1682,Rethinking Label Refurbishment: Model Robustness under Label Noise,0
1677,1678,Quantization-Aware Interval Bound Propagation for Training Certifiably Robust Quantized Neural Networks,0
1676,1677,Robust Image Steganography: Hiding Messages in Frequency Coefficients,0
1483,1484,SSPAttack: A Simple and Sweet Paradigm for Black-Box Hard-Label Textual Adversarial Attack,0
1675,1676,A Semidefinite Relaxation Based Branch-and-Bound Method for Tight Neural Network Verification,0
1487,1488,Towards Credible Human Evaluation of Open-Domain Dialog Systems Using Interactive Setup,0
1674,1675,Iteratively Enhanced Semidefinite Relaxations for Efficient Neural Network Verification,0
1488,1489,Unsupervised Paraphrasing under Syntax Knowledge,0
1489,1490,Adjective Scale Probe: Can Language Models Encode Formal Semantics Information?,0
1490,1491,Effective Open Intent Classification with K-center Contrastive Learning and Adjustable Decision Boundary,0
1673,1674,Heuristic Search in Dual Space for Constrained Fixed-Horizon POMDPs with Durative Actions,0
1495,1496,KICE: A Knowledge Consolidation and Expansion Framework for Relation Extraction,0
1661,1662,Similarity Distribution Based Membership Inference Attack on Person Re-identification,0
1660,1661,PatchNAS: Repairing DNNs in Deployment with Patched Network Architecture Search,0
1658,1659,Correct-by-Construction Reinforcement Learning of Cardiac Pacemakers from Duration Calculus Requirements,0
1499,1500,HybridPrompt: Bridging Language Models and Human Priors in Prompt Tuning for Visual Question Answering,0
1500,1501,Inferential Knowledge-Enhanced Integrated Reasoning for Video Question Answering,0
1502,1503,Unveiling the Black Box of PLMs with Semantic Anchors: Towards Interpretable Neural Semantic Parsing,0
1692,1693,Robust Sequence Networked Submodular Maximization,0
1472,1473,PGSS: Pitch-Guided Speech Separation,0
1694,1695,STL-Based Synthesis of Feedback Controllers Using Reinforcement Learning,0
1452,1453,SheetPT: Spreadsheet Pre-training Based on Hierarchical Attention Network,0
1736,1737,Accountability Layers: Explaining Complex System Failures by Parts,0
1735,1736,Targeted Knowledge Infusion To Make Conversational AI Explainable and Safe,0
1734,1735,Distributed Stochastic Nested Optimization for Emerging Machine Learning Models: Algorithm and Theory,0
1731,1732,The Automatic Computer Scientist,0
1730,1731,Probabilistic Reasoning and Learning for Trustworthy AI,0
1438,1439,Denoising Pre-training for Machine Translation Quality Estimation with Curriculum Learning,0
1725,1726,Customer Service Combining Human Operators and Virtual Agents: A Call for Multidisciplinary AI Research,0
1723,1724,Foundation Model for Material Science,0
1442,1443,Instance Smoothed Contrastive Learning for Unsupervised Sentence Embedding,0
1443,1444,Competition or Cooperation? Exploring Unlabeled Data via Challenging Minimax Game for Semi-supervised Relation Extraction,0
1449,1450,Question Decomposition Tree for Answering Complex Questions over Knowledge Bases,0
1453,1454,SeDepTTS: Enhancing the Naturalness via Semantic Dependency and Local Convolution for Text-to-Speech Synthesis,0
1698,1699,Toward Robust Uncertainty Estimation with Random Activation Functions,0
1714,1715,BIFRNet: A Brain-Inspired Feature Restoration DNN for Partially Occluded Image Recognition,0
1712,1713,Safety Verification of Nonlinear Systems with Bayesian Neural Network Controllers,0
1456,1457,Explaining (Sarcastic) Utterances to Enhance Affect Understanding in Multimodal Dialogues,0
1457,1458,COCA: COllaborative CAusal Regularization for Audio-Visual Question Answering,0
1458,1459,"Script, Language, and Labels: Overcoming Three Discrepancies for Low-Resource Language Specialization",0
1710,1711,Auditing and Robustifying COVID-19 Misinformation Datasets via Anticontent Sampling,0
1709,1710,DeepGemini: Verifying Dependency Fairness for Deep Neural Network,0
1708,1709,Beyond NaN: Resiliency of Optimization Layers in the Face of Infeasibility,0
1706,1707,Robust Graph Meta-Learning via Manifold Calibration with Proxy Subgraphs,0
1704,1705,Revisiting Item Promotion in GNN-Based Collaborative Filtering: A Masked Targeted Topological Attack Perspective,0
1464,1465,Online Noisy Continual Relation Learning,0
1506,1507,Hierarchical Event Grounding,0
1510,1511,SSMI: Semantic Similarity and Mutual Information Maximization Based Enhancement for Chinese NER,0
1844,1845,Probabilistic Shape Models of Anatomy Directly from Images,0
1511,1512,Towards Complex Scenarios: Building End-to-End Task-Oriented Dialogue System across Multiple Knowledge Bases,0
1614,1615,Neighbor Auto-Grouping Graph Neural Networks for Handover Parameter Configuration in Cellular Network,0
1549,1550,Dialogue Rewriting via Skeleton-Guided Generation,0
1550,1551,Dialogue State Distillation Network with Inter-slot Contrastive Learning for Dialogue State Tracking,0
1551,1552,Balanced Meta Learning and Diverse Sampling for Lifelong Task-Oriented Dialogue Systems,0
1599,1600,Spatio-Temporal Graph Neural Point Process for Traffic Congestion Event Prediction,0
1126,1127,A Fair Generative Model Using LeCam Divergence,0
1595,1596,"""Nothing Abnormal"": Disambiguating Medical Reports via Contrastive Knowledge Infusion",0
1554,1555,Improving Biomedical Entity Linking with Cross-Entity Interaction,0
1593,1594,GAN-Based Domain Inference Attack,0
1589,1590,Leveraging Old Knowledge to Continually Learn New Classes in Medical Images,0
1555,1556,Nested Named Entity Recognition as Building Local Hypergraphs,0
1586,1587,Towards Learning to Discover Money Laundering Sub-network in Massive Transaction Network,0
1584,1585,Rehabilitating Homeless: Dataset and Key Insights,0
1558,1559,What Does Your Face Sound Like? 3D Face Shape towards Voice,0
1562,1563,Transferable Post-hoc Calibration on Pretrained Transformers in Noisy Text Classification,0
1564,1565,MPMQA: Multimodal Question Answering on Product Manuals,0
1566,1567,Multi-Action Dialog Policy Learning from Logged User Feedback,0
1583,1584,A Fair Incentive Scheme for Community Health Workers,0
1582,1583,Improving Fairness in Information Exposure by Adding Links,0
1581,1582,On the Cost of Demographic Parity in Influence Maximization,0
1568,1569,A Neural Span-Based Continual Named Entity Recognition Model,0
1570,1571,MCL: Multi-Granularity Contrastive Learning Framework for Chinese NER,0
1580,1581,On the Challenges of Using Reinforcement Learning in Precision Drug Dosing: Delay and Prolongedness of Action Effects,0
1572,1573,Query Your Model with Definitions in FrameNet: An Effective Method for Frame Semantic Role Labeling,0
1573,1574,Event Process Typing via Hierarchical Optimal Transport,0
1615,1616,Help Me Heal: A Reinforced Polite and Empathetic Mental Health and Legal Counseling Dialogue System for Crime Victims,0
1618,1619,For the Underrepresented in Gender Bias Research: Chinese Name Gender Prediction with Heterogeneous Graph Attention Network,0
1622,1623,Detecting Anomalous Networks of Opioid Prescribers and Dispensers in Prescription Drug Data,0
1527,1528,"Revisiting Denoising Diffusion Probabilistic Models for Speech Enhancement: Condition Collapse, Efficiency and Refinement",0
1649,1650,Accelerating Inverse Learning via Intelligent Localization with Exploratory Sampling,0
1643,1644,OpenMapFlow: A Library for Rapid Map Creation with Machine Learning and Remote Sensing Data,0
1516,1517,Improving Interpretability via Explicit Word Interaction Graph Layer,0
1642,1643,People Taking Photos That Faces Never Share: Privacy Protection and Fairness Enhancement from Camera to User,0
1641,1642,A Crowd-AI Collaborative Duo Relational Graph Learning Framework towards Social Impact Aware Photo Classification,0
1640,1641,Future Aware Pricing and Matching for Sustainable On-Demand Ride Pooling,0
1519,1520,CoP: Factual Inconsistency Detection by Controlling the Preference,0
1635,1636,ERASER: AdvERsArial Sensitive Element Remover for Image Privacy Preservation,0
1522,1523,A Speaker Turn-Aware Multi-Task Adversarial Network for Joint User Satisfaction Estimation and Sentiment Analysis,0
1524,1525,"Towards Diverse, Relevant and Coherent Open-Domain Dialogue Generation via Hybrid Latent Variables",0
1525,1526,ConvNTM: Conversational Neural Topic Model,0
1633,1634,Privacy-Preserved Evolutionary Graph Modeling via Gromov-Wasserstein Autoregression,0
1623,1624,Practical Disruption of Image Translation Deepfake Networks,0
1529,1530,Reducing Sentiment Bias in Pre-trained Sentiment Classification via Adaptive Gumbel Attack,0
1531,1532,M-sense: Modeling Narrative Structure in Short Personal Narratives Using Protagonist's Mental Representations,0
1632,1633,Semi-supervised Credit Card Fraud Detection via Attribute-Driven Graph Representation,0
1532,1533,Taming Continuous Posteriors for Latent Variational Dialogue Policies,0
1534,1535,Disentangled CVAEs with Contrastive Learning for Explainable Recommendation,0
1535,1536,fmLRE: A Low-Resource Relation Extraction Model Based on Feature Mapping Similarity Calculation,0
1539,1540,See How You Read? Multi-Reading Habits Fusion Reasoning for Multi-Modal Fake News Detection,0
1540,1541,Identify Event Causality with Knowledge and Analogy,0
1629,1630,MixFairFace: Towards Ultimate Fairness via MixFair Adapter in Face Recognition,0
1541,1542,Continual Graph Convolutional Network for Text Classification,0
1624,1625,Daycare Matching in Japan: Transfers and Siblings,0
1737,1738,Generative Decision Making Under Uncertainty,0
1738,1739,Food Information Engineering: A Systematic Literature Review,0
1426,1427,Neural Dynamic Focused Topic Model,0
1739,1740,Better Environments for Better AI,0
1814,1815,FOLL-E: Teaching First Order Logic to Children,0
1578,1579,COSMOS: Catching Out-of-Context Image Misuse Using Self-Supervised Learning,0
1811,1812,Autonomous Agents: An Advanced Course on AI Integration and Deployment,0
1810,1811,An Analysis of Engineering Students' Responses to an AI Ethics Scenario,0
1809,1810,Exploring Social Biases of Large Language Models in a College Artificial Intelligence Course,0
1808,1809,Maestro: A Gamified Platform for Teaching AI Robustness,0
1349,1350,Was Fixing This Really That Hard? On the Complexity of Correcting HTN Domains,0
1806,1807,AI and Parallelism in CS1: Experiences and Analysis,0
1805,1806,A Study of Students' Learning of Computing through an LP-Based Integrated Curriculum for Middle Schools,0
1804,1805,Adaptive Temporal Planning for Multi-Robot Systems in Operations and Maintenance of Offshore Wind Farms,0
1797,1798,Embedding a Long Short-Term Memory Network in a Constraint Programming Framework for Tomato Greenhouse Optimisation,0
1795,1796,Grape Cold Hardiness Prediction via Multi-Task Learning,0
1794,1795,AnimateSVG: Autonomous Creation and Aesthetics Evaluation of Scalable Vector Graphics Animations for the Case of Brand Logos,0
1793,1794,Data-Driven Machine Learning Models for a Multi-Objective Flapping Fin Unmanned Underwater Vehicle Control System,0
1352,1353,AlphaRoute: Large-Scale Coordinated Route Planning via Monte Carlo Tree Search,0
1353,1354,Learning Rational Subgoals from Demonstrations and Instructions,0
1354,1355,Learning Safe Numeric Action Models,0
1355,1356,Automated Verification of Social Laws in Numeric Settings,0
1356,1357,Expressive Optimal Temporal Planning via Optimization Modulo Theory,0
1791,1792,Intuitive Access to Smartphone Settings Using Relevance Model Trained by Contrastive Learning,0
1357,1358,Flexible Budgets in Restless Bandits: A Primal-Dual Algorithm for Efficient Budget Allocation,0
1790,1791,Vessel-to-Vessel Motion Compensation with Reinforcement Learning,0
1358,1359,Structurally Restricted Fragments of Numeric Planning - a Complexity Analysis,0
1789,1790,MobilePTX: Sparse Coding for Pneumothorax Detection Given Limited Training Examples,0
1360,1361,Smoothed Online Combinatorial Optimization Using Imperfect Predictions,0
1817,1818,Does Knowing When Help Is Needed Improve Subgoal Hint Performance in an Intelligent Data-Driven Logic Tutor?,0
1345,1346,Networked Restless Bandits with Positive Externalities,0
1819,1820,Exploring Tradeoffs in Automated School Redistricting: Computational and Ethical Perspectives,0
1827,1828,AI Audit: A Card Game to Reflect on Everyday AI Systems,0
1840,1841,Predicting Perceived Music Emotions with Respect to Instrument Combinations,0
1839,1840,Learning Adaptive Game Soundtrack Control,0
1836,1837,Literacy and STEM Teachers Adapt AI Ethics Curriculum,0
1835,1836,Guiding Students to Investigate What Google Speech Recognition Knows about Language,0
1834,1835,Develop AI Teaching and Learning Resources for Compulsory Education in China,0
1832,1833,"""How Can I Code A.I. Responsibly?"": The Effect of Computational Action on K-12 Students Learning and Creating Socially Responsible A.I",0
1831,1832,"Scratch for Sports: Athletic Drills as a Platform for Experiencing, Understanding, and Developing AI-Driven Apps",0
1329,1330,Explaining Model Confidence Using Counterfactuals,0
1830,1831,An Introduction to Rule-Based Feature and Object Perception for Middle School Students,0
1829,1830,Exploring Artificial Intelligence in English Language Arts with StoryQ,0
1828,1829,Beyond Black-Boxes: Teaching Complex Machine Learning Ideas through Scaffolded Interactive Activities,0
1331,1332,XRand: Differentially Private Defense against Explanation-Guided Attacks,0
1341,1342,Planning with Hidden Parameter Polynomial MDPs,0
1825,1826,Detecting Exclusive Language during Pair Programming,0
1333,1334,Equity Promotion in Public Transportation,0
1824,1825,H-AES: Towards Automated Essay Scoring for Hindi,0
1334,1335,Online Platforms and the Fair Exposure Problem under Homophily,0
1823,1824,CLGT: A Graph Transformer for Student Performance Prediction in Collaborative Learning,0
1336,1337,Faster Fair Machine via Transferring Fairness Constraints to Virtual Samples,0
1822,1823,Context-Aware Analysis of Group Submissions for Group Anomaly Detection and Performance Prediction,0
1339,1340,Heuristic Search for Multi-Objective Probabilistic Planning,0
1821,1822,Learning Logical Reasoning Using an Intelligent Tutoring System: A Hybrid Approach to Student Modeling,0
1820,1821,A Dataset for Learning University STEM Courses at Scale and Generating Questions at a Human Level,0
1340,1341,Zero-Knowledge Proofs for Classical Planning Problems,0
1362,1363,Neural TSP Solver with Progressive Distillation,0
1363,1364,The Linear Distance Traveling Tournament Problem Allows an EPTAS,0
1786,1787,Towards Hybrid Automation by Bootstrapping Conversational Interfaces for IT Operation Tasks,0
1751,1752,Combating Disinformation on Social Media and Its Challenges: A Computational Perspective,0
1761,1762,"Information Transfer in Multitask Learning, Data Augmentation, and Beyond",0
1399,1400,Analyzing and Improving the Use of the FastMap Embedding in Pathfinding Tasks,0
1760,1761,Towards Societal Impact of AI,0
1759,1760,The Analysis of Deep Neural Networks by Information Theory: From Explainability to Generalization,0
1758,1759,Enhance Robustness of Machine Learning with Improved Efficiency,0
1755,1756,Artificial Intelligence at the Service of Society to Analyse Human Arguments,0
1400,1401,Fully Computer-Assisted Proofs in Extremal Combinatorics,0
1754,1755,Reshaping State-Space Search: From Dominance to Contrastive Analysis,0
1402,1403,Improved Algorithm for Regret Ratio Minimization in Multi-Objective Submodular Maximization,0
1403,1404,Efficient Gradient Approximation Method for Constrained Bilevel Optimization,0
1753,1754,"Towards Unified, Explainable, and Robust Multisensory Perception",0
1407,1408,SegFormer: A Topic Segmentation Model with Controllable Range of Attention,0
