,Submission,Title,Cited
675,676,Towards Voice Reconstruction from EEG during Imagined Speech,2
1153,1154,FedGS: Federated Graph-Based Sampling with Arbitrary Client Availability,2
183,184,M3AE: Multimodal Representation Learning for Brain Tumor Segmentation with Missing Modalities,2
1513,1514,Distantly-Supervised Named Entity Recognition with Adaptive Teacher Learning and Fine-Grained Student Ensemble,2
1429,1430,MultiSpider: Towards Benchmarking Multilingual Text-to-SQL Semantic Parsing,2
2014,2015,KnowGL: Knowledge Generation and Linking from Text,2
491,492,Towards Reliable Item Sampling for Recommendation Evaluation,2
1096,1097,What Do You MEME? Generating Explanations for Visual Semantic Role Labelling in Memes,2
1518,1519,"Drop Clause: Enhancing Performance, Robustness and Pattern Recognition Capabilities of the Tsetlin Machine",2
1588,1589,Seq2Seq Surrogates of Epidemic Models to Facilitate Bayesian Inference,2
956,957,Differentiable Meta Multigraph Search with Partial Message Propagation on Heterogeneous Information Networks,2
1637,1638,On the Effectiveness of Curriculum Learning in Educational Text Scoring,2
1636,1637,Deep Learning on a Healthy Data Diet: Finding Important Examples for Fairness,2
9,10,ESL-SNNs: An Evolutionary Structure Learning Strategy for Spiking Neural Networks,2
1264,1265,Optimal Sparse Regression Trees,2
490,491,Parameterized Algorithms for Colored Clustering,2
932,933,Exploring Temporal Information Dynamics in Spiking Neural Networks,2
361,362,Learning Second-Order Attentive Context for Efficient Correspondence Pruning,2
859,860,Reinforced Approximate Exploratory Data Analysis,2
99,100,GPTR: Gestalt-Perception Transformer for Diagram Object Detection,2
858,859,Handling Missing Data via Max-Entropy Regularized Graph Autoencoder,2
227,228,CL3D: Unsupervised Domain Adaptation for Cross-LiDAR 3D Detection,2
1303,1304,Formal Verification of Bayesian Mechanisms,2
911,912,On Solution Functions of Optimization: Universal Approximation and Covering Number Bounds,2
247,248,Adaptive Dynamic Filtering Network for Image Denoising,2
356,357,Towards Global Video Scene Segmentation with Context-Aware Transformer,2
1393,1394,Ultrafast Euclidean Shortest Path Computation Using Hub Labeling,2
1405,1406,Generalized Category Discovery with Decoupled Prototypical Network,2
1070,1071,Stochastic Contextual Bandits with Long Horizon Rewards,2
224,225,Domain Decorrelation with Potential Energy Ranking,2
1004,1005,A Coreset Learning Reality Check,2
860,861,Learning Program Synthesis for Integer Sequences from Scratch,2
1302,1303,Reconstructing an Epidemic Outbreak Using Steiner Connectivity,2
348,349,Video Event Extraction via Tracking Visual States of Arguments,2
792,793,Min-Max Submodular Ranking for Multiple Agents,2
866,867,Improving Uncertainty Quantification of Deep Classifiers via Neighborhood Conformal Prediction: Novel Algorithm and Theoretical Analysis,2
821,822,Tackling Data Heterogeneity in Federated Learning with Class Prototypes,2
844,845,Dish-TS: A General Paradigm for Alleviating Distribution Shift in Time Series Forecasting,2
825,826,Integer Subspace Differential Privacy,2
1312,1313,DM²: Decentralized Multi-Agent Reinforcement Learning via Distribution Matching,2
304,305,MicroAST: Towards Super-fast Ultra-Resolution Arbitrary Style Transfer,2
303,304,Contrastive Masked Autoencoders for Self-Supervised Video Hashing,2
1368,1369,Entropy Regularization for Population Estimation,2
1191,1192,Resilient Binary Neural Network,2
345,346,DesNet: Decomposed Scale-Consistent Network for Unsupervised Depth Completion,2
1575,1576,A Generative Approach for Script Event Prediction via Contrastive Fine-Tuning,2
83,84,Few-Shot Object Detection via Variational Feature Aggregation,2
1041,1042,An Operator Theoretic Approach for Analyzing Sequence Neural Networks,2
69,70,SEFormer: Structure Embedding Transformer for 3D Object Detection,2
1766,1767,Efficient Training of Large-Scale Industrial Fault Diagnostic Models through Federated Opportunistic Block Dropout,2
229,230,CSTAR: Towards Compact and Structured Deep Neural Networks with Adversarial Robustness,2
1408,1409,Rich Event Modeling for Script Event Prediction,2
352,353,Local Path Integration for Attribution,2
878,879,Estimating Regression Predictive Distributions with Sample Networks,2
1196,1197,Disentangled Representation for Causal Mediation Analysis,2
257,258,Compact Transformer Tracker with Correlative Masked Modeling,2
215,216,"Show, Interpret and Tell: Entity-Aware Contextualised Image Captioning in Wikipedia",2
1868,1869,FV-Train: Quantum Convolutional Neural Network Training with a Finite Number of Qubits by Extracting Diverse Features (Student Abstract),2
384,385,IKOL: Inverse Kinematics Optimization Layer for 3D Human Pose and Shape Estimation via Gauss-Newton Differentiation,2
217,218,GLT-T: Global-Local Transformer Voting for 3D Single Object Tracking in Point Clouds,2
760,761,Alternating Layered Variational Quantum Circuits Can Be Classically Optimized Efficiently Using Classical Shadows,2
377,378,Darwinian Model Upgrades: Model Evolving with Selective Compatibility,2
374,375,FlowFace: Semantic Flow-Guided Shape-Aware Face Swapping,2
252,253,Task-Specific Scene Structure Representations,2
1073,1074,GLUECons: A Generic Benchmark for Learning under Constraints,2
766,767,AutoInit: Analytic Signal-Preserving Weight Initialization for Neural Networks,2
835,836,Interpreting Unfairness in Graph Neural Networks via Training Node Attribution,2
367,368,Generalizing Multiple Object Tracking to Unseen Domains by Introducing Natural Language Representation,2
1072,1073,Bellman Meets Hawkes: Model-Based Reinforcement Learning via Temporal Point Processes,2
1338,1339,Robust Neuro-Symbolic Goal and Plan Recognition,2
1301,1302,Learning to Shape Rewards Using a Game of Two Partners,2
891,892,Reward-Biased Maximum Likelihood Estimation for Neural Contextual Bandits: A Distributional Learning Perspective,1
1323,1324,On the Vulnerability of Backdoor Defenses for Federated Learning,1
1256,1257,Behavior Estimation from Multi-Source Data for Offline Reinforcement Learning,1
1350,1351,On Total-Order HTN Plan Verification with Method Preconditions - An Extension of the CYK Parsing Algorithm,1
1330,1331,Echo of Neighbors: Privacy Amplification for Personalized Private Federated Learning with Shuffle Model,1
1552,1553,Selector-Enhancer: Learning Dynamic Selection of Local and Non-local Attention Operation for Speech Enhancement,1
1142,1143,Beyond ADMM: A Unified Client-Variance-Reduced Adaptive Federated Learning Framework,1
632,633,Representation with Incomplete Votes,1
1051,1052,Ising-Traffic: Using Ising Machine Learning to Predict Traffic Congestion under Uncertainty,1
1110,1111,Scalable Optimal Multiway-Split Decision Trees with Constraints,1
1047,1048,Fast Saturating Gate for Learning Long Time Scales with Recurrent Neural Networks,1
1137,1138,Optimistic Whittle Index Policy: Online Learning for Restless Bandits,1
973,974,Learning with Partial Labels from Semi-supervised Perspective,1
1326,1327,Covariate-Shift Generalization via Random Sample Weighting,1
1318,1319,Robust Multi-Agent Coordination via Evolutionary Generation of Auxiliary Adversarial Attackers,1
846,847,Wasserstein Graph Distance Based on L1-Approximated Tree Edit Distance between Weisfeiler-Lehman Subtrees,1
894,895,Model-Based Reinforcement Learning with Multinomial Logistic Function Approximation,1
1327,1328,Fairness in Contextual Resource Allocation Systems: Metrics and Incompatibility Results,1
1574,1575,Improving Distantly Supervised Relation Extraction by Natural Language Inference,1
1018,1019,Online Reinforcement Learning with Uncertain Episode Lengths,1
965,966,Improved Kernel Alignment Regret Bound for Online Kernel Learning,1
615,616,Rank Aggregation Using Scoring Rules,1
614,615,Properties of Position Matrices and Their Elections,1
869,870,Dynamic Representation Learning with Temporal Point Processes for Higher-Order Interaction Forecasting,1
984,985,Social Bias Meets Data Bias: The Impacts of Labeling and Measurement Errors on Fairness Criteria,1
964,965,Scaling Up Dynamic Graph Representation Learning via Spiking Neural Networks,1
1351,1352,A Dynamics and Task Decoupled Reinforcement Learning Architecture for High-Efficiency Dynamic Target Intercept,1
1343,1344,Markov Decision Processes with Time-Varying Geometric Discounting,1
1188,1189,Efficient Top-K Feature Selection Using Coordinate Descent Method,1
1053,1054,Geometric Inductive Biases for Identifiable Unsupervised Learning of Disentangled Representations,1
648,649,Utility Maximizer or Value Maximizer: Mechanism Design for Mixed Bidders in Online Advertising,1
974,975,Learning Compact Features via In-Training Representation Alignment,1
1544,1545,Don't Be So Sure! Boosting ASR Decoding via Confidence Relaxation,1
1324,1325,Distributionally Robust Optimization with Probabilistic Group,1
629,630,Participatory Budgeting Designs for the Real World,1
889,890,Enabling Knowledge Refinement upon New Concepts in Abductive Learning,1
1332,1333,Mitigating Adversarial Norm Training with Moral Axioms,1
1008,1009,Generative Label Enhancement with Gaussian Mixture and Partial Ranking,1
607,608,Direct Heterogeneous Causal Learning for Resource Allocation Problems in Marketing,1
877,878,Astromorphic Self-Repair of Neuromorphic Hardware Systems,1
1116,1117,Fast Convergence in Learning Two-Layer Neural Networks with Separable Data,1
1262,1263,DRGCN: Dynamic Evolving Initial Residual for Deep Graph Convolutional Networks,1
609,610,Bidding Graph Games with Partially-Observable Budgets,1
622,623,Complexity of Probabilistic Inference in Random Dichotomous Hedonic Games,1
1115,1116,Domain Adaptation with Adversarial Training on Penultimate Activations,1
1557,1558,Orders Are Unwanted: Dynamic Deep Graph Convolutional Network for Personality Detection,1
1009,1010,Crowd-Level Abnormal Behavior Detection via Multi-Scale Motion Consistency Learning,1
1547,1548,MoEC: Mixture of Expert Clusters,1
888,889,Background-Mixed Augmentation for Weakly Supervised Change Detection,1
1325,1326,Correct for Whom? Subjectivity and the Evaluation of Personalized Image Aesthetics Assessment Models,1
1546,1547,Global Mixup: Eliminating Ambiguity with Clustering,1
892,893,Learning Noise-Induced Reward Functions for Surpassing Demonstrations in Imitation Learning,1
1048,1049,Backpropagation-Free Deep Learning with Recursive Local Representation Alignment,1
1114,1115,Neural Spline Search for Quantile Probabilistic Modeling,1
1347,1348,Fully Online Matching with Stochastic Arrivals and Departures,1
1545,1546,AMOM: Adaptive Masking over Masking for Conditional Masked Language Model,1
626,627,From Monopoly to Competition: Optimal Contests Prevail,1
627,628,Commitment Games with Conditional Information Disclosure,1
863,864,Differentially Private Heatmaps,1
1129,1130,Machines of Finite Depth: Towards a Formalization of Neural Networks,1
1011,1012,Local Explanations for Reinforcement Learning,1
977,978,Provable Pathways: Learning Multiple Tasks over Multiple Paths,1
855,856,Robust Causal Graph Representation Learning against Confounding Effects,1
1013,1014,Poisoning with Cerberus: Stealthy and Colluded Backdoor Attack against Federated Learning,1
867,868,Adaptive Hierarchy-Branch Fusion for Online Knowledge Distillation,1
921,922,Variable-Based Calibration for Machine Learning Classifiers,1
833,834,Model-Based Offline Reinforcement Learning with Local Misspecification,1
1461,1462,SoftCorrect: Error Correction with Soft Detection for Automatic Speech Recognition,1
1162,1163,Extracting Low-/High- Frequency Knowledge from Graph Neural Networks and Injecting It into MLPs: An Effective GNN-to-MLP Distillation Framework,1
721,722,Common Knowledge of Abstract Groups,1
773,774,FTM: A Frame-Level Timeline Modeling Method for Temporal Graph Representation Learning,1
1467,1468,Compressed Heterogeneous Graph for Abstractive Multi-Document Summarization,1
1280,1281,SLOTH: Structured Learning and Task-Based Optimization for Time Series Forecasting on Hierarchies,1
718,719,Characterizing Structural Hardness of Logic Programs: What Makes Cycles and Reachability Hard for Treewidth?,1
1469,1470,Mitigating Negative Style Transfer in Hybrid Dialogue System,1
1470,1471,Low Resource Quantitative Information Extraction via Structure Searching and Prefix-Based Text Generation,1
776,777,Meta-Sketch: A Neural Data Structure for Estimating Item Frequencies of Data Streams,1
1401,1402,Electrophysiological Brain Source Imaging via Combinatorial Search with Provable Optimality,1
709,710,Reachability Games Modulo Theories with a Bounded Safety Player,1
708,709,Evaluating Epistemic Logic Programs via Answer Set Programming with Quantifiers,1
1477,1478,STAGE: Span Tagging and Greedy Inference Scheme for Aspect Sentiment Triplet Extraction,1
1082,1083,Inferring Patient Zero on Temporal Networks via Graph Neural Networks,1
1083,1084,Accommodating Audio Modality in CLIP for Multimodal Processing,1
1481,1482,Detecting and Grounding Important Characters in Visual Stories,1
701,702,The Parameterized Complexity of Network Microaggregation,1
1462,1463,Sequence Generation with Label Augmentation for Relation Extraction,1
929,930,Better Generalized Few-Shot Learning Even without Base Data,1
1397,1398,Human Assisted Learning by Evolutionary Multi-Objective Optimization,1
928,929,Deep Visual Forced Alignment: Learning to Align Transcription with Talking Face Video,1
754,755,Generalizing Downsampling from Regular Data to Graphs,1
1291,1292,Synchronization and Diversity of Solutions,1
1424,1425,Unsupervised Explanation Generation via Correct Instantiations,1
1423,1424,A Scope Sensitive and Result Attentive Model for Multi-Intent Spoken Language Understanding,1
761,762,Learnable Spectral Wavelets on Dynamic Graphs to Capture Global Interactions,1
1421,1422,Learning towards Selective Data Augmentation for Dialogue Generation,1
1201,1202,DeFL: Defending against Model Poisoning Attacks in Federated Learning via Critical Learning Periods Awareness,1
1437,1438,ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition,1
1288,1289,ILSGAN: Independent Layer Synthesis for Unsupervised Foreground-Background Segmentation,1
1440,1441,Learning to Imagine: Distillation-Based Interactive Context Exploitation for Dialogue State Tracking,1
918,919,PIXEL: Physics-Informed Cell Representations for Fast and Accurate PDE Solvers,1
1441,1442,RenewNAT: Renewing Potential Translation for Non-autoregressive Transformer,1
1447,1448,SEAT: Stable and Explainable Attention,1
735,736,On Undisputed Sets in Abstract Argumentation,1
1077,1078,Automata Cascades: Expressivity and Sample Complexity,1
916,917,Towards More Robust Interpretation via Local Gradient Alignment,1
1411,1412,Self-Supervised Logic Induction for Explainable Fuzzy Temporal Commonsense Reasoning,1
1173,1174,Zero-Cost Operation Scoring in Differentiable Architecture Search,1
1204,1205,Reinforcement Causal Structure Learning on Order Graph,1
1186,1187,GraphPrompt: Graph-Based Prompt Templates for Biomedical Synonym Prediction,1
947,948,A Data Source for Reasoning Embodied Agents,1
1272,1273,CoopInit: Initializing Generative Adversarial Networks via Cooperative Learning,1
905,906,Multi-View MOOC Quality Evaluation via Information-Aware Graph Representation Learning,1
1271,1272,Imbalanced Label Distribution Learning,1
815,816,Practical Parallel Algorithms for Submodular Maximization Subject to a Knapsack Constraint with Nearly Optimal Adaptivity,1
1515,1516,Prompting Neural Machine Translation with Translation Memories,1
922,923,Design Amortization for Bayesian Optimal Experimental Design,1
1152,1153,Unlabeled Imperfect Demonstrations in Adversarial Imitation Learning,1
819,820,GradPU: Positive-Unlabeled Learning via Gradient Penalty and Positive Upweighting,1
1367,1368,Score-Based Learning of Graphical Event Models with Background Knowledge Augmentation,1
663,664,The Perils of Trial-and-Error Reward Design: Misdesign through Overfitting and Invalid Task Specifications,1
662,663,Probably Approximate Shapley Fairness with Applications in Machine Learning,1
903,904,Online Tuning for Offline Decentralized Multi-Agent Reinforcement Learning,1
1059,1060,Conceptual Reinforcement Learning for Language-Conditioned Tasks,1
1521,1522,Exploring Faithful Rationale for Multi-Hop Fact Verification via Salience-Aware Graph Learning,1
1149,1150,USER: Unsupervised Structural Entropy-Based Robust Graph Neural Network,1
1365,1366,Causal Effect Identification in Cluster DAGs,1
1098,1099,Neighbor Contrastive Learning on Learnable Graph Augmentation,1
1375,1376,Novel Ordering-Based Approaches for Causal Structure Learning in the Presence of Unobserved Variables,1
1180,1181,On the Connection between Invariant Learning and Adversarial Training for Out-of-Distribution Generalization,1
1088,1089,Fast Offline Policy Optimization for Large Scale Recommendation,1
1091,1092,Sparse Coding in a Dual Memory System for Lifelong Learning,1
1067,1068,Mixture Uniform Distribution Modeling and Asymmetric Mix Distillation for Class Incremental Learning,1
689,690,A Set of Control Points Conditioned Pedestrian Trajectory Prediction,1
797,798,Riemannian Local Mechanism for SPD Neural Networks,1
1384,1385,Diversity Maximization in the Presence of Outliers,1
1030,1031,Information-Theoretic Causal Discovery and Intervention Detection over Multiple Environments,1
1383,1384,Safe Interval Path Planning with Kinodynamic Constraints,1
800,801,Wiener Graph Deconvolutional Network Improves Graph Self-Supervised Learning,1
803,804,Variational Wasserstein Barycenters with C-cyclical Monotonicity Regularization,1
1380,1381,Vector Causal Inference between Two Groups of Variables,1
1309,1310,Learning from Good Trajectories in Offline Multi-Agent Reinforcement Learning,1
678,679,Modeling Human Trust and Reliance in AI-Assisted Decision Making: A Markovian Approach,1
806,807,PrimeNet: Pre-training for Irregular Multivariate Time Series,1
676,677,Evaluating and Improving Interactions with Hazy Oracles,1
807,808,Structured BFGS Method for Optimal Doubly Stochastic Matrix Approximation,1
1178,1179,A Tale of Two Latent Flows: Learning Latent Space Normalizing Flow with Short-Run Langevin Flow for Approximate Inference,1
1377,1378,Certifying Fairness of Probabilistic Circuits,1
1310,1311,Resource Sharing through Multi-Round Matchings,1
818,819,Augmented Proximal Policy Optimization for Safe Reinforcement Learning,1
0,1,Back to the Future: Toward a Hybrid Architecture for Ad Hoc Teamwork,1
1726,1727,The Many Faces of Adversarial Machine Learning,1
1818,1819,Ripple: Concept-Based Interpretation for Raw Time Series Models in Education,1
87,88,Efficient Mirror Detection via Multi-Level Heterogeneous Learning,1
1792,1793,Towards Safe Mechanical Ventilation Treatment Using Deep Offline Reinforcement Learning,1
184,185,From Coarse to Fine: Hierarchical Pixel Integration for Lightweight Image Super-resolution,1
1688,1689,Defending from Physically-Realizable Adversarial Attacks through Internal Over-Activation Analysis,1
179,180,SEPT: Towards Scalable and Efficient Visual Pre-training,1
1691,1692,Task and Model Agnostic Adversarial Attack on Graph Neural Networks,1
434,435,Lifting (D)QBF Preprocessing and Solving Techniques to (D)SSAT,1
95,96,Store and Fetch Immediately: Everything Is All You Need for Space-Time Video Super-resolution,1
431,432,Learn More for Food Recognition via Progressive Self-Distillation,1
1697,1698,Planning and Learning for Non-markovian Negative Side Effects Using Finite State Controllers,1
1702,1703,Neural Policy Safety Verification via Predicate Abstraction: CEGAR,1
1788,1789,SolderNet: Towards Trustworthy Visual Inspection of Solder Joints in Electronics Manufacturing Using Explainable Artificial Intelligence,1
177,178,SelectAugment: Hierarchical Deterministic Sample Selection for Data Augmentation,1
106,107,FreeEnricher: Enriching Face Landmarks without Additional Cost,1
317,318,Scene Graph to Image Synthesis via Knowledge Consensus,1
79,80,RAFaRe: Learning Robust and Accurate Non-parametric 3D Face Reconstruction from Pseudo 2D&3D Pairs,1
299,300,Learning Continuous Depth Representation via Geometric Spatial Aggregator,1
454,455,Circuit Minimization with QBF-Based Exact Synthesis,1
1657,1658,Feature-Space Bayesian Adversarial Learning Improved Malware Detector Robustness,1
487,488,Continuous Trajectory Generation Based on Two-Stage GAN,1
1644,1645,Formally Verified SAT-Based AI Planning,1
1646,1647,Implicit Bilevel Optimization: Differentiating through Bilevel Optimization Programming,1
62,63,Few-Shot Defect Image Generation via Defect-Aware Feature Manipulation,1
478,479,Generic and Dynamic Graph Representation Learning for Crowd Flow Modeling,1
1656,1657,Testing the Channels of Convolutional Neural Networks,1
470,471,Uniform Sequence Better: Time Interval Aware Data Augmentation for Sequential Recommendation,1
1798,1799,Fault Injection Based Interventional Causal Learning for Distributed Applications,1
68,69,Unsupervised Domain Adaptation for Medical Image Segmentation by Selective Entropy Constraints and Adaptive Semantic Alignment,1
469,470,Lifelong Embedding Learning and Transfer for Growing Knowledge Graphs,1
70,71,Exploit Domain-Robust Optical Flow in Domain Adaptive Video Semantic Segmentation,1
1663,1664,Contrastive Self-Supervised Learning Leads to Higher Adversarial Susceptibility,1
1665,1666,Test Time Augmentation Meets Post-hoc Calibration: Uncertainty Quantification under Real-World Conditions,1
1671,1672,READ: Aggregating Reconstruction Error into Out-of-Distribution Detection,1
1783,1784,"eForecaster: Unifying Electricity Forecasting with Robust, Flexible, and Explainable Machine Learning Algorithms",1
321,322,Attention-Based Depth Distillation with 3D-Aware Positional Encoding for Monocular 3D Object Detection,1
1717,1718,Video-Audio Domain Generalization via Confounder Disentanglement,1
335,336,CasFusionNet: A Cascaded Network for Point Cloud Semantic Scene Completion by Dense Feature Fusion,1
122,123,3D Human Pose Lifting with Grid Convolution,1
123,124,Bidirectional Domain Mixup for Domain Adaptive Semantic Segmentation,1
1775,1776,Dynamic Pricing with Volume Discounts in Online Settings,1
379,380,Few-Shot 3D Point Cloud Semantic Segmentation via Stratified Class-Specific Attention Based Transformer Network,1
332,333,LORE: Logical Location Regression Network for Table Structure Recognition,1
372,373,Pseudo Label-Guided Model Inversion Attack via Conditional Generative Adversarial Network,1
370,371,Recurrent Structure Attention Guidance for Depth Super-resolution,1
1935,1936,Fraud's Bargain Attacks to Textual Classifiers via Metropolis-Hasting Sampling (Student Abstract),1
134,135,Curriculum Multi-Negative Augmentation for Debiased Video Grounding,1
365,366,Unbiased Heterogeneous Scene Graph Generation with Relation-Aware Message Passing Neural Network,1
363,364,Can We Find Strong Lottery Tickets in Generative Models?,1
362,363,Infusing Definiteness into Randomness: Rethinking Composition Styles for Deep Image Matting,1
347,348,One-Shot Replay: Boosting Incremental Object Detection via Retrospecting One Object,1
145,146,Real-World Deep Local Motion Deblurring,1
389,390,MRCN: A Novel Modality Restitution and Compensation Network for Visible-Infrared Person Re-identification,1
391,392,Positional Label for Self-Supervised Vision Transformer,1
172,173,Only a Few Classes Confusing: Pixel-Wise Candidate Labels Disambiguation for Foggy Scene Understanding,1
1779,1780,Increasing Impact of Mobile Health Programs: SAHELI for Maternal and Child Care,1
1719,1720,Towards Safe AI: Sandboxing DNNs-Based Controllers in Stochastic Games,1
1720,1721,Probabilistic Programs as an Action Description Language,1
171,172,Global Dilated Attention and Target Focusing Network for Robust Tracking,1
114,115,Multi-Modality Deep Network for Extreme Learned Image Compression,1
408,409,Phrase-Level Temporal Relationship Mining for Temporal Sentence Localization,1
407,408,Attack Can Benefit: An Adversarial Approach to Recognizing Facial Expressions under Noisy Annotations,1
325,326,Toward Robust Diagnosis: A Contour Attention Preserving Adversarial Defense for COVID-19 Detection,1
1906,1907,A Reinforcement Learning Badminton Environment for Simulating Player Tactics (Student Abstract),1
402,403,Grouped Knowledge Distillation for Deep Face Recognition,1
1778,1779,THMA: Tencent HD Map AI System for Creating HD Map Annotations,1
165,166,Learning Single Image Defocus Deblurring with Misaligned Training Pairs,1
397,398,RLogist: Fast Observation Strategy on Whole-Slide Images with Deep Reinforcement Learning,1
394,395,DINet: Deformation Inpainting Network for Realistic Face Visually Dubbing on High Resolution Video,1
120,121,Correlation Loss: Enforcing Correlation between Classification and Localization,1
1977,1978,Mask-Net: Learning Context Aware Invariant Features Using Adversarial Forgetting (Student Abstract),1
1666,1667,Robust Training of Neural Networks against Bias Field Perturbations,1
536,537,A Noise-Tolerant Differentiable Learning Approach for Single Occurrence Regular Expression with Interleaving,1
13,14,CMNet: Contrastive Magnification Network for Micro-Expression Recognition,1
509,510,Logic and Commonsense-Guided Temporal Knowledge Graph Completion,1
30,31,MMTN: Multi-Modal Memory Transformer Network for Image-Report Consistent Medical Report Generation,1
510,511,Graph Structure Learning on User Mobility Data for Social Relationship Inference,1
2010,2011,BiRDy: Bullying Role Detection in Multi-Party Chats,1
2009,2010,GAAMA 2.0: An Integrated System That Answers Boolean and Extractive Questions,1
272,273,Learning Fractals by Gradient Descent,1
514,515,Self-Supervised Interest Transfer Network via Prototypical Contrastive Learning for Recommendation,1
1833,1834,Build-a-Bot: Teaching Conversational AI Using a Transformer-Based Intent Recognition and Question Answering Architecture,1
518,519,Efficient Embeddings of Logical Variables for Query Answering over Incomplete Knowledge Graphs,1
256,257,CLIPVG: Text-Guided Image Manipulation Using Differentiable Vector Graphics,1
1627,1628,Evaluating Digital Agriculture Recommendations with Causal Inference,1
1625,1626,City-Scale Pollution Aware Traffic Routing by Sampling Max Flows Using MCMC,1
267,268,DENet: Disentangled Embedding Network for Visible Watermark Removal,1
1590,1591,SARAS-Net: Scale and Relation Aware Siamese Network for Change Detection,1
2005,2006,Kajibuntan: A House Chore Division App,1
529,530,Jointly Imputing Multi-View Data with Optimal Transport,1
1594,1595,Physics Guided Neural Networks for Time-Aware Fairness: An Application in Crop Yield Prediction,1
25,26,Self-Supervised Image Local Forgery Detection by JPEG Compression Trace,1
27,28,Parametric Surface Constrained Upsampler Network for Point Cloud,1
537,538,Learning from the Wisdom of Crowds: Exploiting Similar Sessions for Session Search,1
539,540,Predicting Temporal Sets with Simplified Fully Connected Networks,1
33,34,Tracking and Reconstructing Hand Object Interactions from Point Cloud Sequences in the Wild,1
2001,2002,Augmenting Flight Training with AI to Efficiently Train Pilots,1
1600,1601,Taxonomizing and Measuring Representational Harms: A Look at Image Tagging,1
1608,1609,Human Mobility Modeling during the COVID-19 Pandemic via Deep Graph Diffusion Infomax,1
549,550,Causal Conditional Hidden Markov Model for Multimodal Traffic Prediction,1
552,553,GraphSR: A Data Augmentation Algorithm for Imbalanced Node Classification,1
40,41,Scalable Spatial Memory for Scene Rendering and Navigation,1
1602,1603,Robust Planning over Restless Groups: Engagement Interventions for a Large-Scale Maternal Telehealth Program,1
245,246,HVTSurv: Hierarchical Vision Transformer for Patient-Level Survival Prediction from Whole Slide Image,1
2017,2018,CodeStylist: A System for Performing Code Style Transfer Using Neural Networks,1
505,506,Time Series Contrastive Learning with Information-Aware Augmentations,1
1989,1990,A Tool for Generating Controllable Variations of Musical Themes Using Variational Autoencoders with Latent Space Regularisation,1
506,507,NQE: N-ary Query Embedding for Complex Query Answering over Hyper-Relational Knowledge Graphs,1
276,277,Dual Memory Aggregation Network for Event-Based Object Detection with Learnable Representation,1
242,243,Domain Generalised Faster R-CNN,1
45,46,Imperceptible Adversarial Attack via Invertible Neural Networks,1
218,219,Adapting Object Size Variance and Class Imbalance for Semi-supervised Object Detection,1
1634,1635,Auto-CM: Unsupervised Deep Learning for Satellite Imagery Composition and Cloud Masking Using Spatio-Temporal Dynamics,1
587,588,GenéLive! Generating Rhythm Actions in Love Live!,1
1980,1981,Measuring the Privacy Leakage via Graph Reconstruction Attacks on Simplicial Neural Networks (Student Abstract),1
497,498,COLA: Improving Conversational Recommender Systems by Collaborative Augmentation,1
3,4,Deep Spiking Neural Networks with High Representation Similarity Model Visual Pathways of Macaque and Mouse,1
1857,1858,Learning Better Representations Using Auxiliary Knowledge,0
1856,1857,Knowledge-Embedded Narrative Construction from Open Source Intelligence,0
1240,1241,ODE-RSSM: Learning Stochastic Recurrent State Space Model from Irregularly Sampled Data,0
1904,1905,An Analysis of the Deliberation and Task Performance of an Active Logic Based Agent (Student Abstract),0
1246,1247,Leveraging Structure for Improved Classification of Grouped Biased Data,0
1308,1309,Networked Anti-coordination Games Meet Graphical Dynamical Systems: Equilibria and Convergence,0
1244,1245,Linking Sketch Patches by Learning Synonymous Proximity for Graphic Sketch Representation,0
1918,1919,Double Policy Network for Aspect Sentiment Triplet Extraction (Student Abstract),0
1916,1917,Evaluating Robustness of Vision Transformers on Imbalanced Datasets (Student Abstract),0
1905,1906,Mobility Prediction via Sequential Trajectory Disentanglement (Student Abstract),0
1919,1920,Learning Generalizable Batch Active Learning Strategies via Deep Q-networks (Student Abstract),0
1917,1918,On Analyzing the Role of Image for Visual-Enhanced Relation Extraction (Student Abstract),0
1915,1916,Summarization Attack via Paraphrasing (Student Abstract),0
1848,1849,Assessing Learned Representations under Open-World Novelty,0
1913,1914,Mitigating Negative Transfer in Multi-Task Learning with Exponential Moving Average Loss Weighting Strategies (Student Abstract),0
1908,1909,Understand Restart of SAT Solver Using Search Similarity Index (Student Abstract),0
1911,1912,Incremental Density-Based Clustering with Grid Partitioning (Student Abstract),0
1851,1852,Poisoning-Based Backdoor Attacks in Computer Vision,0
1257,1258,DARL: Distance-Aware Uncertainty Estimation for Offline Reinforcement Learning,0
1912,1913,Sequential Graph Attention Learning for Predicting Dynamic Stock Trends (Student Abstract),0
1852,1853,Safe Interactive Autonomy for Multi-Agent Systems,0
1849,1850,Efficient Non-parametric Neural Density Estimation and Its Application to Outlier and Anomaly Detection,0
1855,1856,Topics in Selective Classification,0
1259,1260,Memorization Weights for Instance Reweighting in Adversarial Training,0
1914,1915,A Federated Learning Monitoring Tool for Self-Driving Car Simulation (Student Abstract),0
1311,1312,Effective Integration of Weighted Cost-to-Go and Conflict Heuristic within Suboptimal CBS,0
1853,1854,Theory of Mind: A Familiar Aspect of Humanity to Give Machines,0
1251,1252,Acceleration of Large Transformer Model Training by Sensitivity-Based Layer Dropping,0
1854,1855,Multimodal Deep Generative Models for Remote Medical Applications,0
