,Submission,Title,Cited
776,3475,Homogeneous Multi-modal Feature Fusion and Interaction for 3D Object Detection,8
768,3429,PlaneFormers: From Sparse View Planes to 3D Reconstruction,8
299,913,Designing One Unified Framework for High-Fidelity Face Reenactment and Swapping,8
738,3292,TAPE: Task-Agnostic Prior Embedding for Image Restoration,8
538,2124,GeoRefine: Self-Supervised Online Depth Refinement for Accurate Dense Mapping,8
1438,6623,Real Spike: Learning Real-valued Spikes for Spiking Neural Networks,8
1450,6671,3D Interacting Hand Pose Estimation by Hand De-occlusion and Removal,8
549,2166,Error Compensation Framework for Flow-Guided Video Inpainting,8
140,6568,PACTran: PAC-Bayesian Metrics for Estimating the Transferability of Pretrained Models to Classification Tasks,8
679,2888,2D GANs Meet Unsupervised Single-view 3D Reconstruction,8
262,685,When Counting Meets HMER: Counting-Aware Network for Handwritten Mathematical Expression Recognition,8
578,2327,ERA: Expert Retrieval and Assembly for Early Action Prediction,8
244,584,Revisiting Point Cloud Simplification: A Learnable Feature Preserving Approach,8
589,2403,CoupleFace: Relation Matters for Face Recognition Distillation,8
619,2584,Disentangling Object Motion and Occlusion for Unsupervised Multi-frame Monocular Depth,8
617,2581,Studying Bias in GANs through the Lens of Race,8
1625,7950,Transfer without Forgetting,8
1638,8081,Towards Learning Neural Representations from Shadows,8
1320,6039,Video Instance Segmentation via Multi-Scale Spatio-Temporal Split Attention Transformer,8
980,4413,Lightweight Attentional Feature Fusion: A New Baseline for Text-to-Video Retrieval,8
1178,5297,Graph Neural Network for Cell Tracking in Microscopy Videos,8
886,4041,UFO: Unified Feature Optimization,8
66,3181,Discovering Transferable Forensic Features for CNN-generated Images Detection,8
323,1020,Hierarchical Memory Learning for Fine-Grained Scene Graph Generation,8
1225,5504,Editing Out-of-domain GAN Inversion via Differential Activations,8
1243,5578,Towards Racially Unbiased Skin Tone Estimation via Scene Disambiguation,8
122,5512,BATMAN: Bilateral Attention Transformer in Motion-Appearance Neighboring Space for Video Object Segmentation,8
882,4029,Map-free Visual Relocalization: Metric Pose Relative to a Single Image,8
1151,5160,CoGS: Controllable Generation and Search from Sketch and Style,8
1286,5837,Hardly Perceptible Trojan Attack against Neural Networks with Bit Flips,8
511,1952,Learning Invariant Visual Representations for Compositional Zero-Shot Learning,8
182,167,MORE: Multi-Order RElation Mining for Dense Captioning in 3D Scenes,8
103,4910,Implicit Field Supervision For Robust Non-Rigid Shape Matching,7
877,4020,W2N: Switching From Weak Supervision to Noisy Supervision for Object Detection,7
615,2575,Unsupervised Selective Labeling for More Effective Semi-Supervised Learning,7
967,4374,Boosting Transferability of Targeted Adversarial Examples via Hierarchical Generative Networks,7
600,2488,Can Shuffling Video Benefit Temporal Bias Problem: A Novel Training Framework for Temporal Grounding,7
488,1831,Domain Randomization-Enhanced Depth Simulation and Restoration for Perceiving and Grasping Specular and Transparent Objects,7
475,1757,NDF: Neural Deformable Fields for Dynamic Human Modelling,7
577,2319,MeshMAE: Masked Autoencoders for 3D Mesh Data Analysis,7
676,2872,Prior Knowledge Guided Unsupervised Domain Adaptation,7
99,4847,Layered Controllable Video Generation,7
678,2887,Controllable and Guided Face Synthesis for Unconstrained Face Recognition,7
687,2921,PRIF: Primary Ray-based Implicit Function,7
703,3101,Temporal Saliency Query Network for Efficient Video Recognition,7
139,6515,PressureVision: Estimating Hand Pressure from a Single RGB Image,7
126,5713,Shape-Pose Disentanglement using SE(3)-equivariant Vector Neurons,7
821,3686,SNeS: Learning Probably Symmetric Neural Surfaces from Incomplete Data,7
811,3658,NeFSAC: Neurally Filtered Minimal Samples,7
758,3385,ColorFormer: Image Colorization via Color Memory assisted Hybrid-attention Transformer,7
761,3391,Adversarial Erasing Framework via Triplet with Gated Pyramid Pooling Layer for Weakly Supervised Semantic Segmentation,7
898,4105,Polarimetric Pose Prediction,7
522,2016,GIPSO: Geometrically Informed Propagation for Online Adaptation in 3D LiDAR Segmentation,7
808,3644,"JPerceiver: Joint Perception Network for Depth, Pose and Layout Estimation in Driving Scenes",7
460,1698,Geometric Representation Learning for Document Image Rectification,7
931,4269,Aware of the History: Trajectory Forecasting with the Local Behavior Data,7
444,1596,DualFormer: Local-Global Stratified Transformer for Efficient Video Recognition,7
1357,6210,Lipschitz Continuity Retained Binary Neural Network,7
1152,5172,Active Audio-Visual Separation of Dynamic Sound Sources,7
1176,5287,Object Level Depth Reconstruction for Category Level 6D Object Pose Estimation From Monocular RGB Image,7
1250,5612,Continual 3D Convolutional Neural Networks for Real-time Processing of Videos,7
338,1100,Domain Adaptive Hand Keypoint and Pixel Localization in the Wild,7
1265,5697,Efficient Video Deblurring Guided by Motion Magnitude,7
329,1044,Active Learning Strategies for Weakly-Supervised Object Detection,7
1294,5908,Neural Capture of Animatable 3D Human from Monocular Video,7
1324,6054,ECO-TR: Efficient Correspondences Finding Via Coarse-to-Fine Refinement,7
1330,6078,Dynamic Local Aggregation Network with Adaptive Clusterer for Anomaly Detection,7
1346,6148,Long-tailed Instance Segmentation using Gumbel Optimized Loss,7
303,933,3D Compositional Zero-shot Learning with DeCompositional Consensus,7
1347,6162,DetMatch: Two Teachers are Better Than One for Joint 2D and 3D Semi-Supervised Object Detection,7
195,255,Unpaired Deep Image Dehazing Using Contrastive Disentanglement Learning,7
391,1356,Prediction-Guided Distillation for Dense Object Detection,7
1433,6592,Inductive and Transductive Few-Shot Video Classification via Appearance and Temporal Alignments,7
1454,6693,PoseGPT: Quantization-based 3D Human Motion Generation and Forecasting,7
1478,6900,Rethinking Confidence Calibration for Failure Prediction,7
27,1272,FBNet: Feedback Network for Point Cloud Completion,7
1488,6959,ManiFest: manifold deformation for few-shot image translation,7
1504,7028,Conditional-Flow NeRF: Accurate 3D Modelling with Reliable Uncertainty Quantification,7
1513,7061,How stable are Transferability Metrics evaluations?,7
1536,7210,Animation from Blur: Multi-modal Blur Decomposition with Motion Guidance,7
1542,7238,Bi-directional Contrastive Learning for Domain Adaptive Semantic Segmentation,7
234,514,PolarMOT: How far can geometric relations take us in 3D multi-object tracking?,7
1606,7756,Dynamic Temporal Filtering in Video Models,7
1622,7925,SocialVAE: Human Trajectory Prediction using Timewise Latents,7
371,1277,Learning to Drive by Watching YouTube Videos: Action-Conditioned Contrastive Policy Pretraining,7
1052,4781,Social-Implicit: Rethinking Trajectory Prediction Evaluation and The Effectiveness of Implicit Maximum Likelihood Estimation,7
429,1541,TL;DW? Summarizing Instructional Videos with Task Relevance & Cross-Modal Saliency,7
1048,4748,Faster VoxelPose: Real-time 3D Human Pose Estimation by Orthographic Projection,7
996,4481,Dual Adaptive Transformations for Weakly Supervised Point Cloud Segmentation,7
709,3132,Learning Pedestrian Group Representations for Multi-modal Trajectory Prediction,6
1030,4672,K-centered Patch Sampling for Efficient Video Recognition,6
1471,6836,VoViT: Low Latency Graph-based Audio-Visual Voice Separation Transformer,6
142,6672,Pose for Everything: Towards Category-Agnostic Pose Estimation,6
271,728,CLOSE: Curriculum Learning On the Sharing Extent Towards Better One-shot NAS,6
418,1479,A Simple and Robust Correlation Filtering method for text-based person search,6
1452,6680,Improving Fine-Grained Visual Recognition in Low Data Regimes via Self-Boosting Attention Mechanism,6
1442,6651,Improving the Perceptual Quality of 2D Animation Interpolation,6
726,3217,Pose2Room: Understanding 3D Scenes from Human Activities,6
200,283,SiRi: A Simple Selective Retraining Mechanism for Transformer-based Visual Grounding,6
724,3213,On the Versatile Uses of Partial Distance Correlation in Deep Learning,6
1395,6395,Style Your Hair: Latent Optimization for Pose-Invariant Hairstyle Transfer via Local-Style-Aware Hair Alignment,6
728,3225,A Spectral View of Randomized Smoothing under Common Corruptions: Benchmarking and Improving Certified Robustness,6
1376,6283,Difficulty-Aware Simulator for Open Set Recognition,6
167,83,CAR: Class-aware Regularizations for Semantic Segmentation,6
412,1455,Gradient-based Uncertainty for Monocular Depth Estimation,6
1337,6112,Neural Strands: Learning Hair Geometry and Appearance from Multi-View Images,6
138,6326,Identifying Hard Noise in Long-Tailed Sample Distribution,6
565,2255,SphereFed: Hyperspherical Federated Learning,6
1327,6067,3D Equivariant Graph Implicit Functions,6
1507,7043,The Missing Link: Finding label relations across datasets,6
150,7402,Towards Realistic Semi-Supervised Learning,6
1619,7879,Grounding Visual Representations with Texts for Domain Generalization,6
90,4547,Bringing Rolling Shutter Images Alive with Dual Reversed Distortion,6
1596,7693,Federated Self-supervised Learning for Video Understanding,6
231,482,Generalizable Medical Image Segmentation via Random Amplitude Mixup and Domain-Specific Image Restoration,6
593,2423,Explaining Deepfake Detection by Analysing Image Matching,6
591,2406,Adaptive Spatial-BCE Loss for Weakly Supervised Semantic Segmentation,6
1580,7541,AlphaVC: High-Performance and Efficient Learned Video Compression,6
238,541,Cross-modal Prototype Driven Network for Radiology Report Generation,6
623,2598,Depth Field Networks for Generalizable Multi-view Scene Representation,6
586,2378,StyleLight: HDR Panorama Generation for Lighting Estimation and Editing,6
209,326,CATRE: Iterative Point Clouds Alignment for Category-level Object Pose Refinement,6
1561,7385,LANA: Latency Aware Network Acceleration,6
658,2786,CompNVS: Novel View Synthesis with Scene Completion,6
660,2798,FakeCLR: Exploring Contrastive Learning for Solving Latent Discontinuity in Data-Efficient GANs,6
1002,4530,PointInst3D: Segmenting 3D Instances by Points,6
665,2818,Video Activity Localisation with Uncertainties in Temporal Boundary,6
446,1616,Watermark Vaccine: Adversarial Attacks to Prevent Watermark Removal,6
1329,6076,"Towards Scale-Aware, Robust, and Generalizable Unsupervised Monocular Depth Estimation by Integrating IMU Motion Dynamics",6
408,1425,Multiview Stereo with Cascaded Epipolar RAFT,6
1160,5217,FindIt: Generalized Localization with Natural Language Queries,6
881,4024,Unidirectional Video Denoising by Mimicking Backward Recurrent Modules with Look-ahead Forward Ones,6
1101,4976,StyleBabel: Artistic Style Tagging and Captioning,6
873,4005,Densely Constrained Depth Estimator for Monocular 3D Object Detection,6
331,1055,Real-time Online Video Detection with Temporal Smoothing Transformers,6
1150,5158,Camera Pose Auto-Encoders for Improving Pose Regression,6
1260,5669,RayTran: 3D pose estimation and shape reconstruction of multiple objects from videos with ray-traced transformers,6
175,123,Privacy-Preserving Face Recognition with Learnable Privacy Budgets in Frequency Domain,6
805,3632,Weakly Supervised Object Localization via Transformer with Implicit Spatial Calibration,6
922,4239,Skeleton-Parted Graph Scattering Networks for 3D Human Motion Prediction,6
398,1394,Point Primitive Transformer for Long-Term 4D Point Cloud Video Understanding,6
383,1330,Making Heads or Tails: Towards Semantically Consistent Visual Counterfactuals,6
341,1109,InAction: Interpretable Action Decision Making for Autonomous Driving,6
1321,6044,RankSeg: Adaptive Pixel Classification with Image Category Ranking for Segmentation,6
843,3820,Levenshtein OCR,6
188,194,ExtrudeNet: Unsupervised Inverse Sketch-and-Extrude for Shape Parsing,6
65,3086,PCW-Net: Pyramid Combination and Warping Cost Volume for Stereo Matching,6
1094,4961,HULC: 3D HUman Motion Capture with Pose Manifold SampLing and Dense Contact Guidance,6
1540,7224,Towards Effective and Robust Neural Trojan Defenses via Input Filtering,5
970,4388,Optical Flow Training under Limited Label Budget via Active Learning,5
1547,7288,Pure Transformer with Integrated Experts for Scene Text Recognition,5
49,2179,Adversarially-Aware Robust Object Detector,5
655,2766,Dynamically Transformed Instance Normalization Network for Generalizable Person Re-Identification,5
871,3999,Monocular 3D Object Reconstruction with GAN Inversion,5
1519,7099,Efficient Deep Visual and Inertial Odometry with Adaptive Visual Modality Selection,5
1168,5252,A Contrastive Objective for Learning Disentangled Representations,5
920,4231,Planes vs. Chairs: Category-guided 3D shape learning without any 3D cues,5
663,2806,TransMatting: Enhancing Transparent Objects Matting with Transformers,5
1553,7337,Learning Regional Purity for Instance Segmentation on 3D Point Clouds,5
626,2609,Learning Semantic Correspondence with Sparse Annotations,5
1560,7384,IGFormer: Interaction Graph Transformer for Skeleton-based Human Interaction Recognition,5
1116,5032,Instance As Identity: A Generic Online Paradigm for Video Instance Segmentation,5
1110,5007,Self-calibrating Photometric Stereo by Neural Inverse Rendering,5
1623,7926,"BodySLAM: Joint Camera Localisation, Mapping, and Human Motion Tracking",5
613,2568,Learning Visibility for Robust Dense Human Body Estimation,5
986,4433,Efficient Decoder-free Object Detection with Transformers,5
1112,5017,Detecting Generated Images by Real Images,5
1115,5026,PANDORA: A Panoramic Detection Dataset for Object with Orientation,5
1144,5136,Towards Accurate Active Camera Localization,5
634,2638,Enhanced Accuracy and Robustness via Multi-Teacher Adversarial Distillation,5
1593,7667,Text-based Temporal Localization of Novel Events,5
96,4720,Organic Priors in Non-Rigid Structure from Motion,5
67,3187,Domain Adaptive Person Search,5
116,5285,Approximate Differentiable Rendering with Algebraic Surfaces,5
628,2620,Social ODE: Multi-Agent Trajectory Forecasting with Neural Ordinary Differential Equations,5
1163,5234,Learn2Augment: Learning to Composite Videos for Data Augmentation in Action Recognition,5
669,2852,Learning from Multiple Annotator Noisy Labels via Sample-wise Label Fusion,5
677,2877,Fast Two-step Blind Optical Aberration Correction,5
1226,5508,Bagging Regional Classification Activation Maps for Weakly Supervised Object Localization,5
1008,4557,Adaptive Image Transformations for Transfer-based Adversarial Attack,5
72,3586,Auto-regressive Image Synthesis with Integrated Quantization,5
932,4270,FAR: Fourier Aerial Video Recognition,5
925,4247,Depth Map Decomposition for Monocular Depth Estimation,5
55,2657,SpOT: Spatiotemporal Modeling for 3D Object Tracking,5
1041,4715,ParticleSfM: Exploiting Dense Point Trajectories for Localizing Moving Cameras in the Wild,5
1343,6141,NewsStories: Illustrating articles with visual summaries,5
804,3627,Convolutional Embedding Makes Hierarchical Vision Transformer Stronger,5
1331,6080,Learning Semantic Segmentation from Multiple Datasets with Label Shifts,5
132,6180,Learning Topological Interactions for Multi-Class Medical Image Segmentation,5
929,4260,Fusion from Decomposition: A Self-Supervised Decomposition Approach for Image Fusion,5
769,3438,Domain Adaptive Video Segmentation via Temporal Pseudo Supervision,5
802,3606,3D Room Layout Estimation from a Cubemap of Panorama Image via Deep Manhattan Hough Transform,5
928,4255,StyleFace: Towards Identity-Disentangled Face Generation on Megapixels,5
785,3512,D2HNet: Joint Denoising and Deblurring with Hierarchical Network for Robust Night Image Restoration,5
786,3514,DELTAR: Depth Estimation from a Light-weight ToF Sensor and RGB Image,5
814,3665,Primitive-based Shape Abstraction via Nonparametric Bayesian Inference,5
722,3202,Bilateral Normal Integration,5
1419,6526,PoseScript: 3D Human Poses from Natural Language,5
1465,6745,Learning Object Placement via Dual-path Graph Completion,5
1019,4619,Facial Depth and Normal Estimation using Single Dual-Pixel Camera,5
792,3535,Equivariance and Invariance Inductive Bias for Learning from Insufficient Data,5
1238,5556,On the Robustness of Quality Measures for GANs,5
1472,6837,SGBANet: Semantic GAN and Balanced Attention Network for Arbitrarily Oriented Scene Text Recognition,5
825,3703,HDR-Plenoxels: Self-Calibrating High Dynamic Range Radiance Fields,5
1468,6817,Expanded Adaptive Scaling Normalization for End to End Image Compression,5
688,2925,From Face to Natural Image: Learning Real Degradation for Blind Image Super-Resolution,5
1422,6540,TIPS: Text-Induced Pose Synthesis,5
695,3035,Point Cloud Domain Adaptation via Masked Local 3D Structure Prediction,5
1462,6730,FLEX: Extrinsic Parameters-free Multi-view 3D Human Motion Reconstruction,5
1255,5644,Pose Forecasting in Industrial Human-Robot Collaboration,5
1261,5673,Efficient Point Cloud Segmentation with Geometry-aware Sparse Networks,5
820,3685,VecGAN: Image-to-Image Translation with Interpretable Latent Directions,5
1040,4708,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,5
1107,4996,Adversarial Contrastive Learning via Asymmetric InfoNCE,5
1644,8170,Online Task-free Continual Learning with Dynamic Sparse Distributed Memory,5
264,690,PTSEFormer: Progressive Temporal-Spatial Enhanced TransFormer Towards Video Object Detection,5
187,192,Few-shot Single-view 3D Reconstruction with Memory Prior Contrastive Network,5
276,776,Mind the Gap in Distilling StyleGANs,5
564,2242,Explicit Image Caption Editing,5
554,2206,Disentangling Architecture and Training for Optical Flow,5
402,1412,Mining Relations among Cross-Frame Affinities for Video Semantic Segmentation,5
400,1397,Adaptive Agent Transformer for Few-shot Segmentation,5
273,744,Streamable Neural Fields,5
445,1606,Hierarchical Contrastive Inconsistency Learning for Deepfake Video Detection,5
378,1316,Unsupervised Visual Representation Learning by Synchronous Momentum Grouping,5
266,696,Detecting Tampered Scene Text in the Wild,5
166,75,Knowledge Condensation Distillation,5
296,893,LiDAL: Inter-frame Uncertainty Based Active Learning for 3D LiDAR Semantic Segmentation,5
581,2336,Hierarchical Semantic Regularization of Latent Spaces in StyleGANs,5
301,927,Intrinsic Neural Fields: Learning Functions on Manifolds,5
587,2379,You Should Look at All Objects,5
260,656,Structural Causal 3D Reconstruction,5
347,1136,Prune Your Model Before Distill It,5
204,300,Active Pointly-Supervised Instance Segmentation,5
344,1119,Latent Discriminant deterministic Uncertainty,5
207,317,Robust Multi-Object Tracking by Marginal Inference,5
242,575,SCAM! Transferring humans between images with Semantic Cross Attention Modulation,5
506,1930,Unsupervised Domain Adaptation for Monocular 3D Object Detection via Self-Training,5
512,1954,Image Coding for Machines with Omnipotent Feature Learning,5
325,1028,Automatic dense annotation of large-vocabulary sign language videos,5
440,1576,DLCFT: Deep Linear Continual Fine-Tuning for General Incremental Learning,4
990,4451,S2Net: Stochastic Sequential Pointcloud Forecasting,4
533,2088,Out-of-Distribution Detection with Semantic Mismatch under Masking,4
1527,7153,Interpretations Steered Network Pruning via Amortized Inferred Saliency Maps,4
1451,6678,Recover Fair Deep Classification Models via Altering Pre-trained Structure,4
973,4401,Neural Color Operators for Sequential Image Retouching,4
227,444,Fusing Local Similarities for Retrieval-based 3D Orientation Estimation of Unseen Objects,4
228,458,Online Segmentation of LiDAR Sequences: Dataset and Algorithm,4
994,4477,Panoramic Human Activity Recognition,4
1006,4551,VirtualPose: Learning Generalizable 3D Human Pose Models from Virtual Data,4
275,762,Where to Focus: Investigating Hierarchical Attention Relationship for Fine-Grained Visual Classification,4
1576,7522,Shap-CAM: Visual Explanations for Convolutional Neural Networks based on Shapley Value,4
267,702,Projective Parallel Single-pixel Imaging to Overcome Global Illumination in 3D Structure Light Scanning,4
432,1544,Rethinking Learning Approaches for Long-Term Action Anticipation,4
1612,7803,MonteBoxFinder: Detecting and Filtering Primitives to Fit a Noisy Point Cloud,4
1009,4566,D2ADA: Dynamic Density-aware Active Domain Adaptation for Semantic Segmentation,4
531,2061,Hierarchical Average Precision Training for Pertinent Image Retrieval,4
1571,7476,DeepShadow: Neural Shape from Shadow,4
516,1986,Feature Representation Learning for Unsupervised Cross-domain Image Retrieval,4
683,2902,UNIF: United Neural Implicit Functions for Clothed Human Reconstruction and Animation,4
556,2218,Teaching Where to Look: Attention Similarity Knowledge Distillation for Low Resolution Face Recognition,4
1551,7315,Rethinking Closed-loop Training for Autonomous Driving,4
711,3139,Semi-supervised Single-view 3D Reconstruction via Prototype Shape Priors,4
962,4348,Robust Object Detection With Inaccurate Bounding Boxes,4
1470,6835,Filter Pruning via Feature Discrimination in Deep Neural Networks,4
1525,7143,DuelGAN: A Duel Between Two Discriminators Stabilizes the GAN Training,4
115,5271,Cross-Modal Knowledge Transfer Without Task-Relevant Source Data,4
491,1846,Hierarchical Latent Structure for Multi-Modal Vehicle Trajectory Forecasting,4
874,4016,Content Adaptive Latents and Decoder for Neural Image Compression,4
875,4018,High-Fidelity Image Inpainting with GAN Inversion,4
1512,7051,Contrasting quadratic assignments for set-based representation learning,4
734,3257,Fast and High Quality Image Denoising via Malleable Convolution,4
887,4043,Master of All: Simultaneous Generalization of Urban-Scene Segmentation to All Adverse Weather Conditions,4
1508,7044,On Label Granularity and Object Localization,4
1546,7283,3DG-STFM: 3D Geometric Guided Student-Teacher Feature Matching,4
255,642,Class-Agnostic Object Counting Robust to Intraclass Diversity,4
26,1250,Towards Calibrated Hyper-sphere Representation via Distribution Overlap Coefficient for Long-tailed Learning,4
912,4185,Rethinking Generic Camera Models for Deep Single Image Camera Calibration to Recover Rotation and Fisheye Distortion,4
1490,6971,Decouple-and-Sample: Protecting sensitive information in task agnostic data release,4
416,1471,Learning Hierarchy Aware Features for Reducing Mistake Severity,4
1598,7704,The Shape Part Slot Machine: Contact-based Reasoning for Generating 3D Shapes from Parts,4
463,1710,Generative Adversarial Network for Future Hand Segmentation from Egocentric Video,4
934,4273,Disentangled Differentiable Network Pruning,4
941,4287,"Contributions of Shape, Texture, and Color in Visual Recognition",4
943,4292,Towards Unbiased Label Distribution Learning for Facial Pose Estimation Using Anisotropic Spherical Gaussian,4
827,3721,Abstracting Sketches through Simple Primitives,4
1022,4633,Equivariant Hypergraph Neural Networks,4
1012,4584,Vector Quantized Image-to-Image Translation,4
351,1165,RegionCL: Exploring Contrastive Region Pairs for Self-supervised Representation Learning,4
374,1287,Deep Bayesian Video Frame Interpolation,4
1114,5020,Delta Distillation for Efficient Video Processing,4
48,2153,Perceptual Artifacts Localization for Inpainting,4
1399,6421,Towards Ultra Low Latency Spiking Neural Networks for Vision and Sequential Tasks Using Temporal Pruning,4
1123,5048,CoMER: Modeling Coverage for Transformer-based Handwritten Mathematical Expression Recognition,4
1392,6380,ML-BPM: Multi-teacher Learning with Bidirectional Photometric Mixing for Open Compound Domain Adaptation in Semantic Segmentation,4
1136,5114,Tracking by Associating Clips,4
152,7464,Cartoon Explanations of Image Classifiers,4
1158,5211,Continual Variational Autoencoder Learning via Online Cooperative Memorization,4
571,2285,HEAD: HEtero-Assists Distillation for Heterogeneous Object Detectors,4
224,408,FurryGAN: High quality foreground-aware image synthesis,4
1166,5247,Improving Closed and Open-Vocabulary Attribute Prediction using Transformers,4
306,945,Adaptive Face Forgery Detection in Cross Domain,4
1220,5484,Point MixSwap: Attentional Point Cloud Mixing via Swapping Matched Structural Divisions,4
583,2350,IntereStyle: Encoding an Interest Region for Robust StyleGAN Inversion,4
1214,5451,Exploring Disentangled Content Information for Face Forgery Detection,4
1210,5430,EleGANt: Exquisite and Locally Editable GAN for Makeup Transfer,4
1639,8086,Augmenting Deep Classifiers with Polynomial Neural Networks,4
1356,6207,Network Binarization via Contrastive Learning,4
567,2267,Teaching with Soft Label Smoothing for Mitigating Noisy Labels in Facial Expressions,4
661,2802,Resolving Copycat Problems in Visual Imitation Learning via Residual Action Prediction,4
1066,4865,DevNet: Self-supervised Monocular Depth Learning via Density Volume Construction,4
1053,4788,A Generalized & Robust Framework For Timestamp Supervision in Temporal Action Segmentation,4
1074,4891,Spatio-Temporal Deformable Attention Network for Video Deblurring,4
1424,6551,Addressing Heterogeneity in Federated Learning via Distributional Transformation,4
110,5100,EvAC3D: From Event-based Apparent Contours to 3D Models via Continuous Visual Hulls,3
1341,6129,GraphCSPN: Geometry-Aware Depth Completion via Dynamic GCNs,3
202,291,Paint2Pix: Interactive Painting based Progressive Image Synthesis and Editing,3
794,3551,Balancing between Forgetting and Acquisition in Incremental Subpopulation Learning,3
328,1039,SALVe: Semantic Alignment Verification for Floorplan Reconstruction from Sparse Panoramas,3
1524,7139,Learning Phase Mask for Privacy-Preserving Passive Depth Estimation,3
1514,7070,A Comparative Study of Graph Matching Algorithms in Computer Vision,3
1215,5458,Object Discovery via Contrastive Learning for Weakly Supervised Object Detection,3
789,3520,Interclass Prototype Relation for Few-Shot Segmentation,3
108,5080,PrivHAR: Recognizing Human Actions From Privacy-preserving Lens,3
521,2012,Combating Label Distribution Shift for Active Domain Adaptation,3
801,3604,TREND: Truncated Generalized Normal Density Estimation of Inception Embeddings for GAN Evaluation,3
1268,5712,Overcoming Shortcut Learning in a Target Domain by Generalizing Basic Visual Factors from a Source Domain,3
330,1049,3D Human Pose Estimation Using Möbius Graph Convolutional Networks,3
1335,6093,Action Quality Assessment with Temporal Parsing Transformer,3
1534,7186,BA-Net: Bridge Attention for Deep Convolutional Neural Networks,3
1538,7214,Break and Make: Interactive Structural Understanding Using LEGO Bricks,3
1304,5951,Combining Internal and External Constraints for Unrolling Shutter in Videos,3
60,2808,OccamNets: Mitigating Dataset Bias by Favoring Simpler Hypotheses,3
128,5991,FH-Net: A Fast Hierarchical Network for Scene Flow Estimation on Real-world Point Clouds,3
1283,5794,Controllable Video Generation through Global and Local Motion Dynamics,3
335,1076,Identity-aware Hand Mesh Estimation and Personalization from RGB Images,3
1251,5613,Salient Object Detection for Point Clouds,3
208,322,Doubly-Fused ViT: Fuse Information from Vision Transformer Doubly with Local Representation,3
314,986,Point-to-Box Network for Accurate Object Detection via Single Point Supervision,3
1319,6037,SALISA: Saliency-based Input Sampling for Efficient Video Object Detection,3
1046,4736,The Anatomy of Video Editing: A Dataset and Benchmark Suite for AI-Assisted Video Editing,3
469,1738,Learning Local Implicit Fourier Representation for Image Warping,3
1190,5361,All You Need is RAW: Defending Against Adversarial Attacks with Camera Image Pipelines,3
164,69,Learning-based Point Cloud Registration for 6D Object Pose Estimation in the Real World,3
1113,5018,VisageSynTalk: Unseen Speaker Video-to-Speech Synthesis via Speech-Visage Feature Selection,3
1400,6439,MimicME: A Large Scale Diverse 4D Database for Facial Expression Analysis,3
1093,4958,Outpainting by Queries,3
991,4452,D3Net: A Unified Speaker-Listener Architecture for 3D Dense Captioning and Visual Grounding,3
1083,4927,Learning to Fit Morphable Models,3
1448,6667,Perspective Phase Angle Model for Polarimetric 3D Reconstruction,3
433,1546,Object Manipulation via Visual Target Localization,3
1071,4880,Custom Structure Preservation in Face Aging,3
285,815,OneFace: One Threshold for All,3
1011,4581,Deep Portrait Delighting,3
403,1414,Out-of-distribution Detection with Boundary Aware Learning,3
196,263,Check and Link: Pairwise Lesion Correspondence Guides Mammogram Mass Detection,3
430,1542,A Perceptual Quality Metric for Video Frame Interpolation,3
1440,6634,FedLTN: Federated Learning for Sparse and Personalized Lottery Ticket Networks,3
1429,6565,DProST: Dynamic Projective Spatial Transformer Network for 6D Pose Estimation,3
448,1626,Personalizing Federated Medical Image Segmentation via Local Calibration,3
974,4402,Optimizing Image Compression via Joint Learning with Denoising,3
1133,5092,ChunkyGAN: Real Image Inversion via Segments,3
1371,6269,Soft Masking for Cost-Constrained Channel Pruning,3
47,2021,Adaptive Patch Exiting for Scalable Single Image Super-Resolution,3
1491,6972,Not All Models Are Equal: Predicting Model Transferability in a Self-challenging Fisher Space,3
1180,5310,PACS: A Dataset for Physical Audiovisual Commonsense Reasoning,3
471,1744,Temporal-MPI: Enabling Multi-Plane Images for Dynamic Scene Modelling via Temporal Basis Learning,3
1177,5293,DeepMend: Learning Occupancy Functions to Represent Shape for Repair,3
1035,4685,GALA: Toward Geometry-and-Lighting-Aware Object Search for Compositing,3
1485,6946,Telepresence Video Quality Assessment,3
1469,6827,Embedding contrastive unsupervised features to cluster in- and out-of-distribution noise in corrupted image datasets,3
1164,5235,Action-based Contrastive Learning for Trajectory Prediction,3
933,4271,X-Learner: Learning Cross Sources and Tasks for Universal Visual Representation,3
1482,6921,A Gyrovector Space Approach for Symmetric Positive Semi-definite Matrix Learning,3
1381,6316,PCR-CG: Point Cloud Registration via Deep Explicit Color and Geometry,3
1382,6323,DistPro: Searching A Fast Knowledge Distillation Process via Meta Optimization,3
184,180,Tackling Long-Tailed Category Distribution Under Domain Shifts,3
1566,7441,A Simple Single-Scale Vision Transformer for Object Detection and Instance Segmentation,3
1297,5915,IntegratedPIFu: Integrated Pixel Aligned Implicit Function for Single-view Human Reconstruction,3
648,2732,Multi-Granularity Distillation Scheme Towards Lightweight Semi-Supervised Semantic Segmentation,3
553,2203,Self-supervised Learning of Visual Graph Matching,3
731,3247,Efficient One-stage Video Object Detection by Exploiting Temporal Consistency,3
1620,7883,Towards Accurate Open-Set Recognition via Background-Class Regularization,3
732,3250,ConCL: Concept Contrastive Learning for Dense Prediction Pre-training in Pathology Images,3
764,3409,Mimic Embedding via Adaptive Aggregation: Learning Generalizable Person Re-identification,3
