,Submission,Title,Cited
107,3887,I2Q: A Fully Decentralized Q-Learning Algorithm,2
2250,1404,Posterior Refinement Improves Sample Efficiency in Bayesian Neural Networks,2
1206,4279,Renyi Differential Privacy of Propose-Test-Release and Applications to Private and Robust Machine Learning,2
2784,2978,Parallel Tempering With a Variational Reference,2
2781,7368,Active Learning Polynomial Threshold Functions,2
1196,8655,Influencing Long-Term Behavior in Multiagent Reinforcement Learning,2
1189,2879,Ask4Help: Learning to Leverage an Expert for Embodied Tasks,2
1286,5857,Blessing of Depth in Linear Regression: Deeper Models Have Flatter Landscape Around the True Solution,2
59,5234,First is Better Than Last for Language Data Influence,2
2805,8612,A Scalable Deterministic Global Optimization Algorithm for Training Optimal Decision Tree,2
21,9773,Low-Rank Modular Reinforcement Learning via Muscle Synergy,2
1397,12583,AMP: Automatically Finding Model Parallel Strategies with Heterogeneity Awareness,2
1396,3485,Improved Imaging by Invex Regularizers with Global Optima Guarantees,2
2178,10502,Generalizing Consistent Multi-Class Classification with Rejection to be Compatible with Arbitrary Losses,2
2820,9526,Local Identifiability of Deep ReLU Neural Networks: the Theory,2
1383,11085,Exploration-Guided Reward Shaping for Reinforcement Learning under Sparse Rewards,2
1378,6734,On Image Segmentation With Noisy Labels: Characterization and Volume Properties of the Optimal Solutions to Accuracy and Dice,2
8,8199,Consistent Interpolating Ensembles via the Manifold-Hilbert Kernel,2
17,11769,Biologically plausible solutions for spiking networks with efficient coding,2
2189,7991,Global Convergence of Federated Learning for Mixed Regression,2
1351,9353,What Makes Graph Neural Networks Miscalibrated?,2
54,10996,Multifidelity Reinforcement Learning with Control Variates,2
1334,8869,Injecting Domain Knowledge from Empirical Interatomic Potentials to Neural Networks for Predicting Material Properties,2
1329,5391,Thinking Outside the Ball: Optimal Learning with Gradient Descent for Generalized Linear Stochastic Convex Optimization,2
31,9110,Graph Coloring via Neural Networks for Haplotype Assembly and Viral Quasispecies Reconstruction,2
2810,5175,A Differentiable Semantic Metric Approximation in Probabilistic Embedding for Cross-Modal Retrieval,2
1307,11077,Modular Flows: Differential Molecular Generation,2
50,4032,Hyperbolic Feature Augmentation via Distribution Estimation and Infinite Sampling on Manifolds,2
2806,5373,Improving Neural Ordinary Differential Equations with Nesterov's Accelerated Gradient Method,2
53,2899,Simple Mechanisms for Welfare Maximization in Rich Advertising Auctions,2
2219,9642,Quantized Training of Gradient Boosting Decision Trees,2
2264,2688,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,2
2579,5579,"Seeing Differently, Acting Similarly: Heterogeneously Observable Imitation Learning",2
141,863,Product Ranking for Revenue Maximization with Multiple Purchases,2
1068,11045,Mesoscopic modeling of hidden spiking neurons,2
145,5338,Pluralistic Image Completion with Gaussian Mixture Models,2
2295,12375,Learning Probabilistic Models from Generator Latent Spaces with Hat EBM,2
1112,7456,SIXO: Smoothing Inference with Twisted Objectives,2
1151,9627,Generalization Properties of NAS under Activation and Skip Connection Search,2
2764,12977,Equivariant Networks for Crystal Structures,2
2327,7510,Learning Generalized Policy Automata for Relational Stochastic Shortest Path Problems,2
2743,690,RainNet: A Large-Scale Imagery Dataset and Benchmark for Spatial Precipitation Downscaling,2
1150,9018,Graph Convolution Network based Recommender Systems: Learning Guarantee and Item Mixture Powered Strategy,2
2747,12522,Learning to Compare Nodes in Branch and Bound with Graph Neural Networks,2
2300,10848,Learning to Configure Computer Networks with Neural Algorithmic Reasoning,2
1103,2300,Neural Matching Fields: Implicit Representation of Matching Fields for Visual Correspondence,2
163,5628,Logical Credal Networks,2
447,1410,Weak-shot Semantic Segmentation via Dual Similarity Transfer,1
438,10097,Certifying Robust Graph Classification under Orthogonal Gromov-Wasserstein Threats,1
1731,11749,Zonotope Domains for Lagrangian Neural Network Verification,1
439,4831,DEQGAN: Learning the Loss Function for PINNs with Generative Adversarial Networks,1
2612,1497,Learning Optical Flow from Continuous Spike Streams,1
1725,3407,Hardness in Markov Decision Processes: Theory and Practice,1
29,9126,Optimal Positive Generation via Latent Transformation for Contrastive Learning,1
23,5149,"Debiased, Longitudinal and Coordinated Drug Recommendation through Multi-Visit Clinic Records",1
28,6388,Latent Planning via Expansive Tree Search,1
2694,5381,Detecting danger in gridworlds using Gromov's Link Condition,1
435,3737,Functional Indirection Neural Estimator for Better Out-of-distribution Generalization,1
2609,9568,Okapi: Generalising Better by Making Statistical Matches Match,1
1736,12426,Structural Knowledge Distillation for Object Detection,1
430,1981,Toward Equation of Motion for Deep Neural Networks: Continuous-time Gradient Descent and Discretization Error Analysis,1
2624,1847,Hiding Images in Deep Probabilistic Models,1
423,12915,Simple and Optimal Greedy Online Contention Resolution Schemes,1
30,11901,Not All Bits have Equal Value: Heterogeneous Precisions via Trainable Noise,1
418,6930,CoPur: Certifiably Robust Collaborative Inference via Feature Purification,1
1993,11514,Characterizing the Ventral Visual Stream with Response-Optimized Neural Encoding Models,1
37,12657,A Deep Reinforcement Learning Framework for Column Generation,1
2715,2006,One-Inlier is First: Towards Efficient Position Encoding for Point Cloud Registration,1
1822,924,Unveiling The Mask of Position-Information Pattern Through the Mist of Image Features,1
219,3333,Model Extraction Attacks on Split Federated Learning,1
2814,7219,Data-Efficient Augmentation for Training Neural Networks,1
1722,8198,Learning Symmetric Rules with SATNet,1
1842,12220,Thinned random measures for sparse graphs with overlapping communities,1
1839,1415,Constants of motion network,1
2,9989,Sustainable Online Reinforcement Learning for Auto-bidding,1
1691,3546,The price of unfairness in linear bandits with biased feedback,1
1841,819,Decision Trees with Short Explainable Rules,1
533,12579,"New Definitions and Evaluations for Saliency Methods: Staying Intrinsic, Complete and Sound",1
530,11491,On the symmetries of the synchronization problem in Cryo-EM: Multi-Frequency Vector Diffusion Maps on the Projective Plane,1
1910,11938,Learning from a Sample in Online Algorithms,1
524,1051,On the Robustness of Deep Clustering Models: Adversarial Attacks and Defenses,1
523,6695,TreeMoCo: Contrastive Neuron Morphology Representation Learning,1
2822,9327,Reinforcement Learning in a Birth and Death Process: Breaking the Dependence on the State Space,1
1699,5799,Discovery of Single Independent Latent Variable,1
519,3635,Incorporating Prior Knowledge into Neural Networks through an Implicit Composite Kernel,1
507,1439,Censored Quantile Regression Neural Networks for Distribution-Free Survival Analysis,1
177,8647,Personalized Online Federated Learning with Multiple Kernels,1
2634,1169,Signal Recovery with Non-Expansive Generative Network Priors,1
496,9589,Differentiable Rendering with Reparameterized Volume Sampling,1
1907,12911,Evaluating Latent Space Robustness and Uncertainty of EEG-ML Models under Realistic Distribution Shifts,1
2731,4963,Functional Ensemble Distillation,1
2725,3244,Bessel Equivariant Networks for Inversion of Transmission Effects in Multi-Mode Optical Fibres,1
481,3433,Convergence beyond the over-parameterized regime using Rayleigh quotients,1
1711,1691,Scalable Infomin Learning,1
2600,3652,Biological Learning of Irreducible Representations of Commuting Transformations,1
1713,12334,On Infinite Separations Between Simple and Optimal Mechanisms,1
170,4127,Transformers meet Stochastic Block Models: Attention with Data-Adaptive Sparsity and Cost,1
1921,3480,Random Normalization Aggregation for Adversarial Defense,1
470,1882,Graph Scattering beyond Wavelet Shackles,1
1718,11243,SQ Lower Bounds for Learning Single Neurons with Massart Noise,1
469,9001,Kernel Memory Networks: A Unifying Framework for Memory Modeling,1
44,6423,Asymptotics of smoothed Wasserstein distances in the small noise regime,1
1957,12014,Tight Analysis of Extra-gradient and Optimistic Gradient Methods For Nonconvex Minimax Problems,1
410,4893,Symbolic Distillation for Learned TCP Congestion Control,1
1980,1054,NeurOLight: A Physics-Agnostic Neural Operator Enabling Parametric Photonic Device Simulation,1
275,9093,Off-Policy Evaluation with Deficient Support Using Side Information,1
1977,9233,The Hessian Screening Rule,1
86,11211,Faster Linear Algebra for Distance Matrices,1
87,11786,Collaborative Linear Bandits with Adversarial Agents: Near-Optimal Regret Bounds,1
1976,320,Active Labeling: Streaming Stochastic Gradients,1
93,12907,From Gradient Flow on Population Loss to Learning with Stochastic Gradient Descent,1
96,10951,Tempo: Accelerating Transformer-Based Model Training through Memory Footprint Reduction,1
2786,9661,Meta-sketch: A Neural Data Structure for Estimating Item Frequencies of Data Streams,1
276,10590,Fairness for Workers Who Pull the Arms: An Index Based Policy for Allocation of Restless Bandit Tasks,1
2578,8505,Sample Constrained Treatment Effect Estimation,1
1965,5757,MoGDE: Boosting Mobile Monocular 3D Object Detection with Ground Depth Estimation,1
327,1863,A Kernelised Stein Statistic for Assessing Implicit Generative Models,1
2674,2972,Adaptive Cholesky Gaussian Processes,1
315,6620,Navigating Memory Construction by Global Pseudo-Task Simulation for Continual Learning,1
1856,8833,Active Learning with Neural Networks: Insights from Nonparametric Statistics,1
136,1924,The Curse of Low Task Diversity: On the Failure of Transfer Learning to Outperform MAML and their Empirical Equivalence,1
311,2997,A Deep Learning Dataloader with Shared Data Preparation,1
132,9861,Support Recovery in Sparse PCA with Incomplete Data,1
304,6595,A Fourier Approach to Mixture Learning,1
1804,5229,Improving Generative Adversarial Networks via Adversarial Learning in Latent Space,1
2776,11526,How Sampling Impacts the Robustness of Stochastic Neural Networks,1
1859,9605,Batch Bayesian Optimization on Permutations using the Acquisition Weighted Kernel,1
128,9244,Selective compression learning of latent representations for variable-rate image compression,1
124,1754,Towards Theoretically Inspired Neural Initialization Optimization,1
284,9028,Revisit last-iterate convergence of mSGD under milder requirement on step size,1
298,3576,Parameter tuning and model selection in Optimal Transport with semi-dual Brenier formulation,1
2771,3986,Eliciting Thinking Hierarchy without a Prior,1
84,1730,Asymptotic Properties for Bayesian Neural Network in Besov Space,1
343,5390,Federated Submodel Optimization for Hot and Cold Data Features,1
2714,10438,Controlling Confusion via Generalisation Bounds,1
2661,6215,Distributed Inverse Constrained Reinforcement Learning for Multi-agent Systems,1
401,9268,When to Intervene: Learning Optimal Intervention Policies for Critical Events,1
2693,1531,Riemannian Neural SDE: Learning Stochastic Representations on Manifolds,1
2756,11201,Generalised Mutual Information for Discriminative Clustering,1
1851,4364,LiteTransformerSearch: Training-free Neural Architecture Search for Efficient Language Models,1
392,11461,Learning Optimal Flows for Non-Equilibrium Importance Sampling,1
2711,1167,A Spectral Approach to Item Response Theory,1
1817,8275,Batch Multi-Fidelity Active Learning with Budget Constraints,1
1929,11267,Data augmentation for efficient learning from parametric experts,1
1759,11931,(Optimal) Online Bipartite Matching with Degree Information,1
1883,3973,Online Neural Sequence Detection with Hierarchical Dirichlet Point Process,1
262,4447,Bivariate Causal Discovery for Categorical Data via Classification with Optimal Label Permutation,1
2757,12288,Efficiently Factorizing Boolean Matrices using Proximal Gradient Descent,1
1814,4345,Efficient Sampling on Riemannian Manifolds via Langevin MCMC,1
269,10945,Proppo: a Message Passing Framework for Customizable and Composable Learning Algorithms,1
377,7295,Conformalized Fairness via Quantile Regression,1
1763,7367,Toward Robust Spiking Neural Network Against Adversarial Perturbation,1
2651,7915,BiMLP: Compact Binary Architectures for Vision Multi-Layer Perceptrons,1
372,11087,Bridging Central and Local Differential Privacy in Data Acquisition Mechanisms,1
1766,170,"""Lossless"" Compression of Deep Neural Networks: A High-dimensional Neural Tangent Kernel Approach",1
1767,6334,Iterative Structural Inference of Directed Graphs,1
186,1893,On the Generalizability and Predictability of Recommender Systems,1
1879,5352,Characterization of Excess Risk for Locally Strongly Convex Population Risk,1
367,3254,DivBO: Diversity-aware CASH for Ensemble Learning,1
273,5600,Constrained Monotonic Neural Networks,1
81,12082,MABSplit: Faster Forest Training Using Multi-Armed Bandits,1
359,8268,Federated Hypergradient Descent,1
2657,5643,Generalization Bounds with Minimal Dependency on Hypothesis Class via Distributionally Robust Optimization,1
71,2694,Efficient and Effective Optimal Transport-Based Biclustering,1
1403,2929,Optimal Comparator Adaptive Online Learning with Switching Cost,1
545,9837,A Variant of Anderson Mixing with Minimal Memory Size,1
1577,623,Synthetic Model Combination: An Instance-wise Approach to Unsupervised Ensemble Learning,1
889,3708,Learning-based Motion Planning in Dynamic Environments Using GNNs and Temporal Encoding,1
890,8636,Data-Driven Offline Decision-Making via Invariant Representation Learning,1
895,9087,Random Rank: The One and Only Strategyproof and Proportionally Fair Randomized Facility Location Mechanism,1
897,6251,Reinforcement Learning with Logarithmic Regret and Policy Switches,1
1569,11354,Maximizing Revenue under Market Shrinkage and Market Uncertainty,1
1567,10653,Predictive Coding beyond Gaussian Distributions,1
909,2450,SCONE: Surface Coverage Optimization in Unknown Environments by Volumetric Integration,1
924,2096,Sauron U-Net: Simple automated redundancy elimination in medical image segmentation via filter pruning,1
1209,7328,Bayesian Spline Learning for Equation Discovery of Nonlinear Dynamics with Quantified Uncertainty,1
562,5378,MExMI: Pool-based Active Model Extraction Crossover Membership Inference,1
2099,7677,OPEN: Orthogonal Propagation with Ego-Network Modeling,1
2101,2840,Exponential Family Model-Based Reinforcement Learning via Score Matching,1
948,11825,Learning Modular Simulations for Homogeneous Systems,1
1205,9782,Byzantine Spectral Ranking,1
957,7171,The Implicit Delta Method,1
883,7469,Neurosymbolic Deep Generative Models for Sequence Data with Relational Constraints,1
1582,8517,Bag of Tricks for FGSM Adversarial Training,1
2456,11559,Shape And Structure Preserving Differential Privacy,1
1221,3175,Redistribution of Weights and Activations for AdderNet Quantization,1
2223,2341,Unsupervised Object Detection Pretraining with Joint Object Priors Generation and Detector Learning,1
835,8211,Associating Objects and Their Effects in Video through Coordination Games,1
1598,4789,Discovering Design Concepts for CAD Sketches,1
2084,4815,Characteristic Neural Ordinary Differential Equations,1
1263,6866,Rapid Model Architecture Adaption for Meta-Learning,1
2227,9492,Maximum Common Subgraph Guided Graph Retrieval: Late and Early Interaction Networks,1
2229,12792,Neural Payoff Machines: Predicting Fair and Stable Payoff Allocations Among Team Members,1
2235,6360,Interpolation and Regularization for Causal Learning,1
1237,8526,Truly Deterministic Policy Optimization,1
2243,4125,Outsourcing Training without Uploading Data via Efficient Collaborative Open-Source Sampling,1
850,12126,Phase transitions in when feedback is useful,1
858,4444,TabNAS: Rejection Sampling for Neural Architecture Search on Tabular Datasets,1
859,965,Panchromatic and Multispectral Image Fusion via Alternating Reverse Filtering Network,1
861,2389,SAPA: Similarity-Aware Point Affiliation for Feature Upsampling,1
1585,11886,When Combinatorial Thompson Sampling meets Approximation Regret,1
2387,8487,Are all Frames Equal? Active Sparse Labeling for Video Action Detection,1
1545,10611,Learning from Few Samples: Transformation-Invariant SVMs with Composition and Locality at Multiple Scales,1
961,9531,Effectiveness of Vision Transformer for Fast and Accurate Single-Stage Pedestrian Detection,1
1200,3506,Approximate Euclidean lengths and distances beyond Johnson-Lindenstrauss,1
1484,3284,Wasserstein Logistic Regression with Mixed Features,1
1154,2138,GAR: Generalized Autoregression for Multi-Fidelity Fusion,1
1041,9728,Robust Streaming PCA,1
1042,10052,Graph Learning Assisted Multi-Objective Integer Programming,1
2336,6684,Kernel Interpolation with Sparse Grids,1
1051,8326,Information-Theoretic Analysis of Unsupervised Domain Adaptation,1
1141,2943,Geometric Order Learning for Rank Estimation,1
2298,168,Coded Residual Transform for Generalizable Deep Metric Learning,1
1066,4532,Semi-Supervised Learning with Decision Trees: Graph Laplacian Tree Alternating Optimization,1
1088,4147,Deep Combinatorial Aggregation,1
2131,3253,TREC: Transient Redundancy Elimination-based Convolution,1
2314,7688,QC-StyleGAN - Quality Controllable Image Generation and Manipulation,1
1498,12302,JAWS: Auditing Predictive Uncertainty Under Covariate Shift,1
2299,344,Finding Differences Between Transformers and ConvNets Using Counterfactual Simulation Testing,1
1126,8304,Human-AI Collaborative Bayesian Optimisation,1
2123,12840,The Impact of Task Underspecification in Evaluating Deep Reinforcement Learning,1
1027,6918,Universal Rates for Interactive Learning,1
2284,8629,Provably Feedback-Efficient Reinforcement Learning via Active Reward Learning,1
1001,11162,Evaluation beyond Task Performance: Analyzing Concepts in AlphaZero in Hex,1
974,8534,Understanding the Evolution of Linear Regions in Deep Reinforcement Learning,1
1472,2176,Distinguishing Learning Rules with Brain Machine Interfaces,1
2136,6121,Matrix Multiplicative Weights Updates in Quantum Zero-Sum Games: Conservation Laws & Recurrence,1
2113,7156,Natural image synthesis for the retina with variational information bottleneck representation,1
2269,12920,Trust Region Policy Optimization with Optimal Transport Discrepancies: Duality and Algorithm for Continuous Actions,1
1478,11801,Society of Agents: Regret Bounds of Concurrent Thompson Sampling,1
1003,7978,Dual-Curriculum Contrastive Multi-Instance Learning for Cancer Prognosis Analysis with Whole Slide Images,1
2282,10013,Positive-Unlabeled Learning using Random Forests via Recursive Greedy Risk Minimization,1
1525,2194,Independence Testing for Bounded Degree Bayesian Networks,1
2367,11068,Provably Adversarially Robust Detection of Out-of-Distribution Data (Almost) for Free,1
2276,10061,Randomized Sketches for Clustering: Fast and Optimal Kernel $k$-Means,1
1011,3364,UQGAN: A Unified Model for Uncertainty Quantification of Deep Classifiers trained via Conditional GANs,1
1521,12175,Multitasking Models are Robust to Structural Failure: A Neural Model for Bilingual Cognitive Reserve,1
1517,828,Towards Practical Control of Singular Values of Convolutional Layers,1
834,7169,Globally Gated Deep Linear Networks,1
1443,1407,Learning Generalizable Part-based Feature Representation for 3D Point Clouds,1
828,11664,Task Discovery: Finding the Tasks that Neural Networks Generalize on,1
668,10467,Group Meritocratic Fairness in Linear Contextual Bandits,1
2536,6962,Seeing the forest and the tree: Building representations of both individual and collective dynamics with transformers,1
1660,4892,Accelerating Sparse Convolution with Column Vector-Wise Sparsity,1
1366,3228,SketchBoost: Fast Gradient Boosted Decision Tree for Multioutput Problems,1
655,9269,Smoothed Embeddings for Certified Few-Shot Learning,1
1402,11616,Active Ranking without Strong Stochastic Transitivity,1
1360,7482,Scalable design of Error-Correcting Output Codes using Discrete Optimization with Graph Coloring,1
1358,12795,Learning the Structure of Large Networked Systems Obeying Conservation Laws,1
674,8204,Get More at Once: Alternating Sparse Training with Gradient Correction,1
2055,11849,Instability and Local Minima in GAN Training with Kernel Discriminators,1
680,8233,Learning Fractional White Noises in Neural Stochastic Differential Equations,1
2525,3853,CHIMLE: Conditional Hierarchical IMLE for Multimodal Conditional Image Synthesis,1
688,12631,Fairness in Federated Learning via Core-Stability,1
690,12240,Exact learning dynamics of deep linear networks with prior knowledge,1
691,2452,Is this the Right Neighborhood? Accurate and Query Efficient Model Agnostic Explanations,1
813,4888,Pyramid Attention For Source Code Summarization,1
1336,9278,Black-box coreset variational inference,1
646,4832,Tiered Reinforcement Learning: Pessimism in the Face of Uncertainty and Constant Regret,1
2041,10757,Augmenting Online Algorithms with $\varepsilon$-Accurate Predictions,1
642,3050,Hierarchical classification at multiple operating points,1
1668,5925,Smoothed Online Convex Optimization Based on Discounted-Normal-Predictor,1
1407,11234,Operator Splitting Value Iteration,1
2026,4306,Masked Prediction: A Parameter Identifiability View,1
2566,2649,Distributional Reward Estimation for Effective Multi-agent Deep Reinforcement Learning,1
571,4921,ProtoX: Explaining a Reinforcement Learning Agent via Prototyping,1
583,6489,One for All: Simultaneous Metric and Preference Learning over Multiple Users,1
2029,9450,Inverse Design for Fluid-Structure Interactions using Graph Network Simulators,1
2558,11902,Sparse Fourier Backpropagation in Cryo-EM Reconstruction,1
594,914,Representing Spatial Trajectories as Distributions,1
2556,11498,Deep Counterfactual Estimation with Categorical Background Variables,1
1411,7629,ACIL: Analytic Class-Incremental Learning with Absolute Memorization and Privacy Protection,1
2551,3958,Towards Hard-pose Virtual Try-on via 3D-aware Global Correspondence Learning,1
2542,11674,Invariance-Aware Randomized Smoothing Certificates,1
1385,2266,Symplectic Spectrum Gaussian Processes: Learning Hamiltonians from Noisy and Sparse Data,1
1372,8454,ISAAC Newton: Input-based Approximate Curvature for Newton's Method,1
1369,3363,Oscillatory Tracking of Continuous Attractor Neural Networks Account for Phase Precession and Procession of Hippocampal Place Cells,1
1428,7292,A Simple and Optimal Policy Design for Online Learning with Safety against Heavy-tailed Risk,1
2201,1135,Hand-Object Interaction Image Generation,1
711,4861,Robust Bayesian Regression via Hard Thresholding,1
2477,8907,Palm up: Playing in the Latent Manifold for Unsupervised Pretraining,1
1627,7232,Beyond black box densities: Parameter learning for the deviated components,1
785,2838,Understanding the Eluder Dimension,1
2161,9360,Causal Discovery in Probabilistic Networks with an Identifiable Causal Effect,1
1625,465,Cross-Image Context for Single Image Inpainting,1
2069,10202,Bayesian Optimistic Optimization: Optimistic Exploration for Model-based Reinforcement Learning,1
2480,7037,Embed and Emulate: Learning to estimate parameters of dynamical systems with uncertainty quantification,1
1306,1507,Approximate Secular Equations for the Cubic Regularization Subproblem,1
2483,12187,Toward Efficient Robust Training against Union of $\ell_p$ Threat Models,1
1435,806,Efficient learning of nonlinear prediction models with time-series privileged information,1
790,11795,Towards Practical Few-shot Query Sets: Transductive Minimum Description Length Inference,1
793,5598,Learning to Generate Inversion-Resistant Model Explanations,1
1296,3354,Adaptation Accelerating Sampling-based Bayesian Inference in Attractor Neural Networks,1
1291,8000,Invariance Learning based on Label Hierarchy,1
1289,1396,High-dimensional Additive Gaussian Processes under Monotonicity Constraints,1
1316,5400,Causality Preserving Chaotic Transformation and Classification using Neurochaos Learning,1
1113,2727,Universally Expressive Communication in Multi-Agent Reinforcement Learning,1
747,3119,Factored DRO: Factored Distributionally Robust Policies for Contextual Bandits,1
712,12916,Modeling Transitivity and Cyclicity in Directed Graphs via Binary Code Box Embeddings,1
715,7958,Path Independent Equilibrium Models Can Better Exploit Test-Time Computation,1
2062,3037,Improving Variational Autoencoders with Density Gap-based Regularization,1
733,2981,NS3: Neuro-symbolic Semantic Code Search,1
740,504,Prototypical VoteNet for Few-Shot 3D Point Cloud Object Detection,1
768,9926,Generalization Bounds for Gradient Methods via Discrete and Continuous Prior,1
735,8802,Coresets for Wasserstein Distributionally Robust Optimization Problems,1
2271,10770,Stochastic Halpern Iteration with Variance Reduction for Stochastic Monotone Inclusions,0
2246,3672,Bayesian Clustering of Neural Spiking Activity Using a Mixture of Dynamic Poisson Factor Analyzers,0
2800,2308,Active Learning for Multiple Target Models,0
2177,9210,Collaborative Decision Making Using Action Suggestions,0
2305,1877,Theory and Approximate Solvers for Branched Optimal Transport with Multiple Sources,0
2151,2108,TarGF: Learning Target Gradient Field to Rearrange Objects without Explicit Goal Specification,0
2165,8813,Lazy and Fast Greedy MAP Inference for Determinantal Point Process,0
2217,5237,Receding Horizon Inverse Reinforcement Learning,0
2195,2356,Recommender Transformers with Behavior Pathways,0
2232,11897,Detecting Abrupt Changes in Sequential Pairwise Comparison Data,0
2777,4324,Dance of SNN and ANN: Solving binding problem by combining spike timing and reconstructive attention,0
2147,2798,Are GANs overkill for NLP?,0
2214,2729,Learning Energy Networks with Generalized Fenchel-Young Losses,0
1918,9140,A Differentially Private Linear-Time fPTAS for the Minimum Enclosing Ball Problem,0
2194,3990,Multi-layer State Evolution Under Random Convolutional Design,0
2244,172,Generative Status Estimation and Information Decoupling for Image Rain Removal,0
2141,1630,ClimbQ: Class Imbalanced Quantization Enabling Robustness on Efficient Inferences,0
1919,10465,Private Multiparty Perception for Navigation,0
2146,5751,Structured Energy Network As a Loss,0
2277,10745,Recurrent Convolutional Neural Networks Learn Succinct Learning Algorithms,0
2412,5758,LobsDICE: Offline Learning from Observation via Stationary Distribution Correction Estimation,0
2745,4381,Accelerated Projected Gradient Algorithms for Sparsity Constrained Optimization Problems,0
1998,2346,UniGAN: Reducing Mode Collapse in GANs using a Uniform Generator,0
2453,5473,Learning Representations via a Robust Behavioral Metric for Deep Reinforcement Learning,0
2081,6814,SUNMASK: Mask Enhanced Control in Step Unrolled Denoising Autoencoders,0
2649,8704,Unsupervised Point Cloud Completion and Segmentation by Generative Adversarial Autoencoding Network,0
2474,2723,Heatmap Distribution Matching for Human Pose Estimation,0
2645,1381,Generative Evolutionary Strategy For Black-Box Optimizations,0
2643,4129,Trading Off Resource Budgets For Improved Regret Bounds,0
2072,5258,Learning Neural Set Functions Under the Optimal Subset Oracle,0
2070,7509,A Combinatorial Perspective on the Optimization of Shallow ReLU Networks,0
2641,2491,Hamiltonian Latent Operators for content and motion disentanglement in image sequences,0
1989,11628,(De-)Randomized Smoothing for Decision Stump Ensembles,0
2628,11746,Neural Set Function Extensions: Learning with Discrete Functions in High Dimensions,0
2507,7082,Doubly-Asynchronous Value Iteration: Making Value Iteration Asynchronous in Actions,0
2521,12446,Explain My Surprise: Learning Efficient Long-Term Memory by predicting uncertain outcomes,0
2621,2258,SAPipe: Staleness-Aware Pipeline for Data Parallel DNN Training,0
2448,12944,Planning to the Information Horizon of BAMDPs via Epistemic State Abstraction,0
2052,5569,Distributed Learning of Conditional Quantiles in the Reproducing Kernel Hilbert Space,0
2000,9869,Mathematically Modeling the Lexicon Entropy of Emergent Language,0
2532,6915,Wavelet Feature Maps Compression for Image-to-Image CNNs,0
2533,6197,Robust Binary Models by Pruning Randomly-initialized Networks,0
2603,4550,Lower Bounds on Randomly Preconditioned Lasso via Robust Sparse Designs,0
2044,11583,Dynamic Pricing with Monotonicity Constraint under Unknown Parametric Demand Model,0
2597,11710,Learning dynamics of deep linear networks with multiple pathways,0
2596,6831,On the Efficient Implementation of High Accuracy Optimality of Profile Maximum Likelihood,0
2540,4204,Policy Gradient With Serial Markov Chain Reasoning,0
2541,413,Heterogeneous Skill Learning for Multi-agent Tasks,0
2589,11478,Algorithms and Hardness for Learning Linear Thresholds from Label Proportions,0
2028,8061,Incrementality Bidding via Reinforcement Learning under Mixed and Delayed Rewards,0
2568,7501,On Deep Generative Models for Approximation and Estimation of Distributions on Manifolds,0
1986,8634,Atlas: Universal Function Approximator For Memory Retention,0
2085,5335,Effective Decision Boundary Learning for Class Incremental Learning,0
1951,8318,ALMA: Hierarchical Learning for Composite Multi-Agent Tasks,0
2109,6497,NIERT: Accurate Numerical Interpolation through Unifying Scattered Data Representations using Transformer Encoder,0
2737,3469,Rethinking Counterfactual Explanations as Local and Regional Counterfactual Policies,0
2332,11840,Formalizing Consistency and Coherence of Representation Learning,0
2124,7097,Online Allocation and Learning in the Presence of Strategic Agents,0
2733,10412,Luckiness in Multiscale Online Learning,0
2727,10435,Effective Dimension in Bandit Problems under Censorship,0
2726,9376,Paraphrasing Is All You Need for Novel Object Captioning,0
2723,12310,Provable Defense against Backdoor Policies in Reinforcement Learning,0
2120,8356,Gaussian Copula Embeddings,0
2368,2172,Trading off Image Quality for Robustness is not Necessary with Regularized Deterministic Autoencoders,0
2373,1795,Logit Margin Matters: Improving Transferable Targeted Adversarial Attack by Logit Calibration,0
2374,3935,Homomorphic Matrix Completion,0
1960,513,Optimistic Tree Searches for Combinatorial Black-Box Optimization,0
2377,8362,Retaining Knowledge for Learning with Dynamic Definition,0
2386,4344,A Direct Approximation of AIXI Using Logical State Abstractions,0
2446,5971,Tracking Functional Changes in Nonstationary Signals with Evolutionary Ensemble Bayesian Model for Robust Neural Decoding,0
2390,11054,Multi-Objective Deep Learning with Adaptive Reference Vectors,0
2102,3875,Monte Carlo Tree Descent for Black-Box Optimization,0
2098,3622,Detection and Localization of Changes in Conditional Distributions,0
2425,10252,You Never Stop Dancing: Non-freezing Dance Generation via Bank-constrained Manifold Projection,0
2676,6661,Learning and Covering Sums of Independent Random Variables with Unbounded Support,0
2665,883,"ResT V2: Simpler, Faster and Stronger",0
2437,11065,Overparameterization from Computational Constraints,0
2442,4205,Estimating graphical models for count data with applications to single-cell gene network,0
2660,5022,Zeroth-Order Hard-Thresholding: Gradient Error vs. Expansivity,0
2659,8503,Online Decision Mediation,0
1983,8707,Tractable Optimality in Episodic Latent MABs,0
2445,6574,Perfect Sampling from Pairwise Comparisons,0
1984,2979,On the consistent estimation of optimal Receiver Operating Characteristic (ROC) curve,0
1412,10883,Distributed Online Convex Optimization with Compressed Communication,0
2823,1602,Misspecified Phase Retrieval with Generative Priors,0
789,1779,Adaptive Attention Link-based Regularization for Vision Transformers,0
