,Submission,Title,Cited
2418,3987,CalFAT: Calibrated Federated Adversarial Training with Label Skewness,8
1573,4412,NeuForm: Adaptive Overfitting for Neural Shape Editing,8
485,12301,Disentangling Transfer in Continual Reinforcement Learning,8
2429,333,Anticipating Performativity by Predicting from Predictions,8
1818,231,EcoFormer: Energy-Saving Attention with Linear Complexity,8
2011,6542,Gradient Estimation with Discrete Stein Operators,8
2734,2026,Learning from Future: A Novel Self-Training Framework for Semantic Segmentation,8
2104,7389,Signal Propagation in Transformers: Theoretical Perspectives and the Role of Rank Collapse,8
1072,1533,Obj2Seq: Formatting Objects as Sequences with Class Prompt for Visual Tasks,8
885,120,Differentiable Analog Quantum Computing for Optimization and Control,8
573,9414,On Analyzing Generative and Denoising Capabilities of Diffusion-based Deep Generative Models,8
2143,6922,On the SDEs and Scaling Rules for Adaptive Gradient Algorithms,8
1948,7529,Submodular Maximization in Clean Linear Time,8
2748,5167,Improving Transformer with an Admixture of Attention Heads,8
1860,1216,Learning Distinct and Representative Modes for Image Captioning,8
503,663,Multivariate Time-Series Forecasting with Temporal Polynomial Graph Neural Networks,8
1615,1506,Spatial Pruned Sparse Convolution for Efficient 3D Object Detection,8
1811,10506,Evolution of Neural Tangent Kernels under Benign and Adversarial Training,7
686,6238,Self-Supervised Learning of Brain Dynamics from Broad Neuroimaging Data,7
2692,10116,Do Residual Neural Networks discretize Neural Ordinary Differential Equations?,7
700,11787,"Statistical, Robustness, and Computational Guarantees for Sliced Wasserstein Distances",7
226,10515,Predicting Cellular Responses to Novel Drug Perturbations at a Single-Cell Resolution,7
2717,3553,Compositional generalization through abstract representations in human and artificial neural networks,7
159,7395,Towards Understanding the Condensation of Neural Networks at Initial Training,7
2718,1562,Multi-block-Single-probe Variance Reduced Estimator for Coupled Compositional Optimization,7
2118,11793,Differentially Private Graph Learning via Sensitivity-Bounded Personalized PageRank,7
1532,906,Improved Convergence Rate of Stochastic Gradient Langevin Dynamics with Variance Reduction and its Application to Optimization,7
823,12086,Marksman Backdoor: Backdoor Attacks with Arbitrary Target Class,7
225,3239,Chefs' Random Tables: Non-Trigonometric Random Features,7
144,6107,Pre-activation Distributions Expose Backdoor Neurons,7
830,2415,Random Sharpness-Aware Minimization,7
2720,9158,Challenging Common Assumptions in Convex Reinforcement Learning,7
1584,9381,Unified Optimal Transport Framework for Universal Domain Adaptation,7
2406,10148,Partial Identification of Treatment Effects with Implicit Generative Models,7
881,4472,RKHS-SHAP: Shapley Values for Kernel Methods,7
190,2242,Mutual Information Divergence: A Unified Metric for Multimodal Generative Models,7
796,4448,Imitating Past Successes can be Very Suboptimal,7
2127,12671,On-Demand Sampling: Learning Optimally from Multiple Distributions,7
1499,4294,Constrained Predictive Coding as a Biologically Plausible Model of the Cortical Hierarchy,7
725,2453,Thompson Sampling Efficiently Learns to Control Diffusion Processes,7
705,7970,A Theory of PAC Learnability under Transformation Invariances,7
709,4990,Knowledge-Consistent Dialogue Generation with Knowledge Graphs,7
2708,6792,AVLEN: Audio-Visual-Language Embodied Navigation in 3D Environments,7
2517,9124,A Simple Contrastive Learning Objective for Alleviating Neural Text Degeneration,7
717,848,One Model to Edit Them All: Free-Form Text-Driven Image Manipulation with Semantic Modulations,7
2319,5252,Molecule Generation by Principal Subgraph Mining and Assembling,7
257,12227,Prompt Certified Machine Unlearning with Randomized Gradient Smoothing and Quantization,7
2340,1313,Inducing Neural Collapse in Imbalanced Learning: Do We Really Need a Learnable Classifier at the End of Deep Neural Network?,7
1638,826,Hyperbolic Contrastive Learning for Visual Representations beyond Objects,7
1079,2089,AttCAT: Explaining Transformers via Attentive Class Activation Tokens,7
2504,5742,Iso-Dream: Isolating and Leveraging Noncontrollable Visual Dynamics in World Models,7
137,7189,Bellman Residual Orthogonalization for Offline Reinforcement Learning,7
1050,12754,"A Closer Look at Learned Optimization: Stability, Robustness, and Inductive Biases",7
2495,10488,Models of human preference for learning reward functions,7
1947,2285,Graph Self-supervised Learning with Accurate Discrepancy Learning,7
2096,11294,Embrace the Gap: VAEs Perform Independent Mechanism Analysis,7
537,5833,Sample-Then-Optimize Batch Neural Thompson Sampling,7
100,10009,Missing Data Imputation and Acquisition with Deep Hierarchical Models and Hamiltonian Monte Carlo,7
34,10487,Deep Equilibrium Approaches to Diffusion Models,7
62,12307,Defining and Characterizing Reward Gaming,7
358,3913,Improved Bounds on Neural Complexity for Representing Piecewise Linear Functions,7
2268,1918,Stability and Generalization Analysis of Gradient Methods for Shallow Neural Networks,7
501,9851,Learning Partial Equivariances From Data,7
1320,7805,LISA: Learning Interpretable Skill Abstractions from Language,7
1318,6640,Deep Learning meets Nonparametric Regression: Are Weight-Decayed DNNs Locally Adaptive?,7
2164,10789,Intra-agent speech permits zero-shot task acquisition,7
1797,771,Trajectory Inference via Mean-field Langevin in Path Space,7
2593,8619,Sharp Analysis of Stochastic Optimization under Global Kurdyka-Lojasiewicz Inequality,7
1312,7086,Repairing Neural Networks by Leaving the Right Past Behind,7
368,3739,Global Convergence and Stability of Stochastic Gradient Descent,7
2669,12575,A Unified Framework for Deep Symbolic Regression,7
366,7639,Exposing and Exploiting Fine-Grained Block Structures for Fast and Accurate Sparse Training,7
2581,3617,Online Deep Equilibrium Learning for Regularization by Denoising,7
314,4880,FreGAN: Exploiting Frequency Components for Training GANs under Limited Data,7
76,12271,Characterizing Datapoints via Second-Split Forgetting,7
497,3822,Implicit Regularization or Implicit Conditioning? Exact Risk Trajectories of SGD in High Dimensions,7
589,10060,Learning Articulated Rigid Body Dynamics with Lagrangian Graph Neural Network,7
1201,8531,What's the Harm? Sharp Bounds on the Fraction Negatively Affected by Treatment,7
1875,5025,Leveraging Inter-Layer Dependency for Post -Training Quantization,7
1294,10875,Indicators of Attack Failure: Debugging and Improving Optimization of Adversarial Examples,7
2561,4702,Efficient Active Learning with Abstention,7
2675,11867,TVLT: Textless Vision-Language Transformer,7
2789,5096,Causal Inference with Non-IID Data using Linear Graphical Models,7
2564,5969,Simultaneous Missing Value Imputation and Structure Learning with Groups,7
80,4710,Controllable Text Generation with Neurally-Decomposed Oracle,7
626,2053,I2DFormer: Learning Image to Document Attention for Zero-Shot Image Classification,7
488,3079,Non-rigid Point Cloud Registration with Neural Deformation Pyramid,7
1240,6743,"How to talk so AI will learn: Instructions, descriptions, and autonomy",7
9,6789,Transferring Fairness under Distribution Shifts via Fair Consistency Regularization,7
1655,5865,PKD: General Distillation Framework for Object Detectors via Pearson Correlation Coefficient,7
1690,8583,Learning with little mixing,7
664,6321,Contrastive Graph Structure Learning via Information Bottleneck for Recommendation,7
2176,5901,Promising or Elusive? Unsupervised Object Segmentation from Real-world Single Images,7
532,1651,Delving into Sequential Patches for Deepfake Detection,7
2046,8310,Integral Probability Metrics PAC-Bayes Bounds,7
2538,9756,Learning on the Edge: Online Learning with Stochastic Feedback Graphs,7
1694,6084,Stability and Generalization for Markov Chain Stochastic Gradient Methods,7
1387,6191,Modeling Human Exploration Through Resource-Rational Reinforcement Learning,7
2575,3968,"Low-rank Optimal Transport: Approximation, Statistics and Debiasing",7
2691,225,Dynamic Graph Neural Networks Under Spatio-Temporal Distribution Shift,7
526,6693,Learning in Congestion Games with Bandit Feedback,7
1168,431,HSurf-Net: Normal Estimation for 3D Point Clouds by Learning Hyper Surfaces,7
2280,6521,Bayesian inference via sparse Hamiltonian flows,7
1870,2329,Transferring Textual Knowledge for Visual Recognition,7
1244,7287,Chain of Thought Imitation with Procedure Cloning,7
640,5481,Amplifying Membership Exposure via Data Poisoning,7
999,12209,Efficient Sequence Packing without Cross-contamination: Accelerating Large Language Models without Impacting Performance,6
2528,180,Subsidiary Prototype Alignment for Universal Domain Adaptation,6
822,3972,Iterative Scene Graph Generation,6
1512,5540,Efficient Architecture Search for Diverse Tasks,6
1254,3183,Rethinking the compositionality of point clouds through regularization in the hyperbolic space,6
149,3689,Non-convex online learning via algorithmic equivalence,6
2799,4186,Perturbation Learning Based Anomaly Detection,6
1290,1335,Learning Viewpoint-Agnostic Visual Representations by Recovering Tokens in 3D Space,6
167,5944,Sparse Winning Tickets are Data-Efficient Image Recognizers,6
1441,12237,Automatic Differentiation of Programs with Discrete Randomness,6
2465,3218,FNeVR: Neural Volume Rendering for Face Animation,6
2586,4417,Learning to Attack Federated Learning: A Model-based Reinforcement Learning Attack Framework,6
1259,8255,Why Robust Generalization in Deep Learning is Difficult: Perspective of Expressive Power,6
2226,9949,MCL-GAN: Generative Adversarial Networks with Multiple Specialized Discriminators,6
1440,1718,InsPro: Propagating Instance Query and Proposal for Online Video Instance Segmentation,6
345,2068,Learning Physical Dynamics with Subequivariant Graph Neural Networks,6
1610,5613,SnAKe: Bayesian Optimization with Pathwise Exploration,6
2464,10726,Holomorphic Equilibrium Propagation Computes Exact Gradients Through Finite Size Oscillations,6
2370,6936,Rashomon Capacity: A Metric for Predictive Multiplicity in Classification,6
1882,5350,Revisiting Graph Contrastive Learning from the Perspective of Graph Spectrum,6
2802,446,Natural Color Fool: Towards Boosting Black-box Unrestricted Attacks,6
2478,10330,Semantic uncertainty intervals for disentangled latent spaces,6
47,3516,Graph Neural Networks with Adaptive Readouts,6
2399,3162,Language Conditioned Spatial Relation Reasoning for 3D Object Grounding,6
429,6383,Emergent Communication: Generalization and Overfitting in Lewis Games,6
2433,5359,Knowledge Distillation Improves Graph Structure Augmentation for Graph Neural Networks,6
2432,11445,A Theoretical Framework for Inference Learning,6
876,5738,On the Spectral Bias of Convolutional Neural Tangent and Gaussian Process Kernels,6
1377,3240,VICE: Variational Interpretable Concept Embeddings,6
10,8579,Quantum Algorithms for Sampling Log-Concave Distributions and Estimating Normalizing Constants,6
193,10213,"Personalized Federated Learning towards Communication Efficiency, Robustness and Fairness",6
1917,7209,What Can the Neural Tangent Kernel Tell Us About Adversarial Robustness?,6
887,2383,PatchComplete: Learning Multi-Resolution Patch Priors for 3D Shape Completion on Unseen Categories,6
405,8831,A Rotated Hyperbolic Wrapped Normal Distribution for Hierarchical Representation Learning,6
2417,5567,Modeling the Machine Learning Multiverse,6
206,4383,"InsNet: An Efficient, Flexible, and Performant Insertion-based Text Generation Model",6
1395,1458,VER: Scaling On-Policy RL Leads to the Emergence of Navigation in Embodied Rearrangement,6
1757,11857,Staircase Attention for Recurrent Processing of Sequences,6
391,4620,DP-PCA: Statistically Optimal and Differentially Private PCA,6
432,10402,Unsupervised Object Representation Learning using Translation and Rotation Group Equivariant VAE,6
2206,7190,Optimal Dynamic Regret in LQR Control,6
2218,9581,Sequential Information Design: Learning to Persuade in the Dark,6
448,7271,Emergent Graphical Conventions in a Visual Communication Game,6
986,7506,Revisiting Optimal Convergence Rate for Smooth and Non-convex Stochastic Decentralized Optimization,6
2005,6849,On the Generalization Power of the Overfitted Three-Layer Neural Tangent Kernel Model,6
1604,12223,Instance-optimal PAC Algorithms for Contextual Bandits,6
2380,6281,Towards Improving Faithfulness in Abstractive Summarization,6
2157,5851,Minimax Regret for Cascading Bandits,6
2381,12235,Unsupervised Reinforcement Learning with Contrastive Intrinsic Control,6
2744,5609,Distributionally Robust Optimization via Ball Oracle Acceleration,6
2721,6876,Coordinate Linear Variance Reduction for Generalized Linear Programming,6
2082,6142,Enhancing Safe Exploration Using Safety State Augmentation,6
2722,6958,Pruning has a disparate impact on model accuracy,6
2087,2461,Parametrically Retargetable Decision-Makers Tend To Seek Power,6
2653,4234,Generalised Implicit Neural Representations,6
466,2715,SageMix: Saliency-Guided Mixup for Point Clouds,6
2738,496,Efficient Knowledge Distillation from Model Checkpoints,6
374,12967,Gradient Descent Is Optimal Under Lower Restricted Secant Inequality And Upper Error Bound,6
475,10594,SPD domain-specific batch normalization to crack interpretable unsupervised domain adaptation in EEG,6
395,2363,The alignment property of SGD noise and how it helps select flat minima: A stability analysis,6
2548,2100,Private Synthetic Data for Multitask Learning and Marginal Queries,6
1812,8862,GAL: Gradient Assisted Learning for Decentralized Multi-Organization Collaborations,6
644,2737,Deconfounded Representation Similarity for Comparison of Neural Networks,6
1062,6650,Lifelong Neural Predictive Coding: Learning Cumulatively Online without Forgetting,6
2790,2116,Adaptively Exploiting d-Separators with Causal Bandits,6
2569,2276,Boosting Out-of-distribution Detection with Typical Features,6
323,48,Rank Diminishing in Deep Neural Networks,6
1215,3398,ALIFE: Adaptive Logit Regularizer and Feature Replay for Incremental Semantic Segmentation,6
577,6363,Dynamic Inverse Reinforcement Learning for Characterizing Animal Behavior,6
1076,4456,Adversarial Unlearning: Reducing Confidence Along Adversarial Directions,6
2702,2020,Biologically Inspired Dynamic Thresholds for Spiking Neural Networks,6
89,2534,SNN-RAT: Robustness-enhanced Spiking Neural Network through Regularized Adversarial Training,6
2034,9297,Isometric 3D Adversarial Examples in the Physical World,6
313,12378,VisCo Grids: Surface Reconstruction with Viscosity and Coarea Grids,6
1082,7392,An Analysis of Ensemble Sampling,6
603,10357,3D Concept Grounding on Neural Fields,6
604,6432,HYPRO: A Hybridly Normalized Probabilistic Model for Long-Horizon Prediction of Event Sequences,6
2257,10482,Estimating individual treatment effects under unobserved confounding using binary instruments,6
2307,2324,LeRaC: Learning Rate Curriculum,6
638,6184,Fair Ranking with Noisy Protected Attributes,6
1799,10069,Explicit Tradeoffs between Adversarial and Natural Distributional Robustness,6
1085,3164,Exploring Figure-Ground Assignment Mechanism in Perceptual Organization,6
1940,895,Bi-directional Weakly Supervised Knowledge Distillation for Whole Slide Image Classification,6
630,6845,ORIENT: Submodular Mutual Information Measures for Data Subset Selection under Distribution Shift,6
1863,12300,List-Decodable Sparse Mean Estimation via Difference-of-Pairs Filtering,6
2685,3563,Local Spatiotemporal Representation Learning for Longitudinally-consistent Neuroimage Analysis,6
1184,5798,Between Stochastic and Adversarial Online Convex Optimization: Improved Regret Bounds via Smoothness,6
621,5396,A Closer Look at Offline RL Agents,6
622,1150,Semantic Diffusion Network for Semantic Segmentation,6
1232,3803,Differentially Private Covariance Revisited,6
1680,6720,WeightedSHAP: analyzing and improving Shapley based feature attributions,6
1092,11149,Adversarial Robustness is at Odds with Lazy Training,6
1132,12400,Debiased Machine Learning without Sample-Splitting for Stable Estimators,6
773,6138,Generalization Error Bounds on Deep Learning with Markov Datasets,6
1686,7475,Conformal Prediction with Temporal Quantile Adjustments,6
2486,12641,Certifying Some Distributional Fairness with Subpopulation Decomposition,6
548,916,Understanding Benign Overfitting in Gradient-Based Meta Learning,6
764,2043,Masked Generative Adversarial Networks are Data-Efficient Generation Learners,6
1943,7374,Leveraging Factored Action Spaces for Efficient Offline Reinforcement Learning in Healthcare,6
661,8561,Infinite Recommendation Networks: A Data-Centric Approach,6
2695,481,Let Images Give You More: Point Cloud Cross-Modal Training for Shape Analysis,6
1942,10870,Variable-rate hierarchical CPC leads to acoustic unit discovery in speech,6
2303,2944,Learning State-Aware Visual Representations from Audible Interactions,6
1238,824,Towards Versatile Embodied Navigation,6
2349,12458,Graphein - a Python Library for Geometric Deep Learning and Network Analysis on Biomolecular Structures and Interaction Networks,6
2795,9639,On the difficulty of learning chaotic dynamics with RNNs,6
1649,867,GenSDF: Two-Stage Learning of Generalizable Signed Distance Functions,6
74,12892,Fast Neural Kernel Embeddings for General Activations,6
1093,11740,Pushing the limits of fairness impossibility: Who's the fairest of them all?,5
2306,9992,Continuous MDP Homomorphisms and Homomorphic Policy Gradient,5
1916,5733,On Robust Multiclass Learnability,5
1924,5860,Data-Efficient Structured Pruning via Submodular Optimization,5
1423,12652,Sublinear Algorithms for Hierarchical Clustering,5
2198,130,GAMA: Generative Adversarial Multi-Object Scene Attacks,5
1565,1831,Generalization Bounds for Estimating Causal Effects of Continuous Treatments,5
1894,9263,Sparse Probabilistic Circuits via Pruning and Growing,5
2782,6027,MOVE: Unsupervised Movable Object Segmentation and Detection,5
2414,5104,Self-explaining deep models with logic rule reasoning,5
2815,4219,Look Around and Refer: 2D Synthetic Semantics Knowledge Distillation for 3D Visual Grounding,5
2732,987,Stochastic Window Transformer for Image Restoration,5
1496,9832,A hybrid approach to seismic deblending: when physics meets self-supervision,5
2285,8485,Transform Once: Efficient Operator Learning in Frequency Domain,5
2408,12580,Nonstationary Dual Averaging and Online Fair Allocation,5
180,5987,Distributional Reinforcement Learning for Risk-Sensitive Policies,5
2182,11046,Self-Supervised Learning Through Efference Copies,5
2817,9505,On the Robustness of Graph Neural Diffusion to Topology Perturbations,5
916,2839,On the inability of Gaussian process regression to optimally learn compositional functions,5
1160,8873,Towards Improving Calibration in Object Detection Under Domain Shift,5
1391,3259,Personalized Subgraph Federated Learning,5
1493,2410,When Privacy Meets Partial Information: A Refined Analysis of Differentially Private Bandits,5
2100,933,Mining Unseen Classes via Regional Objectness: A Simple Baseline for Incremental Segmentation,5
2133,6146,ZooD: Exploiting Model Zoo for Out-of-Distribution Generalization,5
2783,6771,Fine-Tuning Pre-Trained Language Models Effectively by Optimizing Subnetworks Adaptively,5
16,5057,Grow and Merge: A Unified Framework for Continuous Categories Discovery,5
1903,9150,Near Instance-Optimal PAC Reinforcement Learning for Deterministic MDPs,5
6,9690,Mask Matching Transformer for Few-Shot Segmentation,5
1252,3959,Fast Distance Oracles for Any Symmetric Norm,5
99,9332,FeLMi : Few shot Learning with hard Mixup,5
995,6039,Increasing the Scope as You Learn: Adaptive Bayesian Optimization in Nested Subspaces,5
133,4437,Momentum Aggregation for Private Non-convex ERM,5
1528,808,A2: Efficient Automated Attacker for Boosting Adversarial Training,5
1236,9628,FR: Folded Rationalization with a Unified Encoder,5
1508,10706,VaiPhy: a Variational Inference Based Algorithm for Phylogeny,5
1283,3048,CLEAR: Generative Counterfactual Explanations on Graphs,5
1442,212,Mix and Reason: Reasoning over Semantic Topology with Data Mixing for Domain Generalization,5
1509,7640,Minimax Optimal Algorithms for Fixed-Budget Best Arm Identification,5
1275,2893,One-shot Neural Backdoor Erasing via Adversarial Weight Masking,5
2155,4576,Online Minimax Multiobjective Optimization: Multicalibeating and Other Applications,5
2150,12285,Neural Topological Ordering for Computation Graphs,5
1247,2036,SeqPATE: Differentially Private Text Generation via Knowledge Distillation,5
1250,10378,Better Best of Both Worlds Bounds for Bandits with Switching Costs,5
2761,6793,Knowledge Distillation: Bad Models Can Be Good Role Models,5
153,9816,Optimizing Data Collection for Machine Learning,5
68,7015,Variational Model Perturbation for Source-Free Domain Adaptation,5
1451,10746,Learning (Very) Simple Generative Models Is Hard,5
2348,12203,Hybrid Neural Autoencoders for Stimulus Encoding in Visual and Other Sensory Neuroprostheses,5
1056,6439,Learning from Label Proportions by Learning with Label Noise,5
1061,10964,Are Two Heads the Same as One? Identifying Disparate Treatment in Fair Neural Networks,5
1332,5276,Retrospective Adversarial Replay for Continual Learning,5
2769,7148,Adversarially Robust Learning: A Generic Minimax Optimal Learner and Characterization,5
1091,5578,Pruning Neural Networks via Coresets and Convex Geometry: Towards No Assumptions,5
2166,2284,Tikhonov Regularization is Optimal Transport Robust under Martingale Constraints,5
2262,5274,LTMD: Learning Improvement of Spiking Neural Networks with Learnable Thresholding Neurons and Moderate Dropout,5
2106,11044,Learning Interface Conditions in Domain Decomposition Solvers,5
92,2333,On Margins and Generalisation for Voting Classifiers,5
1541,1866,Understanding Robust Learning through the Lens of Representation Similarities,5
2384,6421,Defending Against Adversarial Attacks via Neural Dynamic System,5
143,11743,Algorithms with Prediction Portfolios,5
1311,8893,Concentration of Data Encoding in Parameterized Quantum Circuits,5
2382,2190,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,5
2137,6679,Large-scale Optimization of Partial AUC in a Range of False Positive Rates,5
979,6028,Universal approximation and model compression for radial neural networks,5
2322,4639,MetaTeacher: Coordinating Multi-Model Domain Adaptation for Medical Image Classification,5
1470,11144,Task-Free Continual Learning via Online Discrepancy Distance Learning,5
2808,4645,Multiclass Learnability Beyond the PAC Framework: Universal Rates and Partial Concept Classes,5
1074,5166,On the Theoretical Properties of Noise Correlation in Stochastic Optimization,5
1295,10917,Hypothesis Testing for Differentially Private Linear Regression,5
115,4069,Where to Pay Attention in Sparse Training for Feature Selection?,5
2519,3578,Cluster and Aggregate: Face Recognition with Large Probe Set,5
1607,6495,Reinforced Genetic Algorithm for Structure-based Drug Design,5
2012,4135,Theoretically Provable Spiking Neural Networks,5
1692,49,Don't Pour Cereal into Coffee: Differentiable Temporal Logic for Temporal Action Segmentation,5
1693,6310,A Geometric Perspective on Variational Autoencoders,5
342,7495,Online Reinforcement Learning for Mixed Policy Scopes,5
1973,816,Generalized Delayed Feedback Model with Post-Click Information in Recommender Systems,5
645,1892,Generalized Variational Inference in Function Spaces: Gaussian Measures meet Bayesian Deep Learning,5
350,12685,EAGER: Asking and Answering Questions for Automatic Reward Shaping in Language-guided RL,5
845,1911,Model-based Safe Deep Reinforcement Learning via a Constrained Proximal Policy Optimization Algorithm,5
2484,8722,Geodesic Graph Neural Network for Efficient Graph Representation Learning,5
1590,9293,Uncovering the Structural Fairness in Graph Contrastive Learning,5
2024,2384,Generalized Laplacian Eigenmaps,5
776,11979,Escaping from the Barren Plateau via Gaussian Initializations in Deep Variational Quantum Circuits,5
2655,11184,RNNs of RNNs: Recursive Construction of Stable Assemblies of Recurrent Neural Networks,5
2007,5157,Truncated Matrix Power Iteration for Differentiable DAG Learning,5
1809,7412,Optimal Scaling for Locally Balanced Proposals in Discrete Spaces,5
2006,7895,A Ranking Game for Imitation Learning,5
1772,7279,Efficiently Computing Local Lipschitz Constants of Neural Networks via Bound Propagation,5
2494,7100,Efficient Frameworks for Generalized Low-Rank Matrix Bandit Problems,5
2530,7760,Recall Distortion in Neural Network Pruning and the Undecayed Pruning Algorithm,5
2036,11763,Improving Multi-Task Generalization via Regularizing Spurious Correlation,5
2716,114,SGAM: Building a Virtual 3D World through Simultaneous Generation and Mapping,5
1724,8261,Learning to Mitigate AI Collusion on Economic Platforms,5
306,10494,Addressing Leakage in Concept Bottleneck Models,5
802,7255,$\alpha$-ReQ : Assessing Representation Quality in Self-Supervised Learning by measuring eigenspectrum decay,5
2682,5388,Parameter-free Dynamic Graph Embedding for Link Prediction,5
605,7996,Efficient Multi-agent Communication via Self-supervised Information Aggregation,5
2681,6586,Constrained Update Projection Approach to Safe Policy Optimization,5
2033,3725,Neur2SP: Neural Two-Stage Stochastic Programming,5
586,4733,Improved Feature Distillation via Projector Ensemble,5
585,4081,Transfer Learning on Heterogeneous Feature Spaces for Treatment Effects Estimation,5
321,5351,A Probabilistic Graph Coupling View of Dimension Reduction,5
1612,8582,GStarX: Explaining Graph Neural Networks with Structure-Aware Cooperative Games,5
553,6192,Sparse Structure Search for Delta Tuning,5
2563,11145,On the generalization of learning algorithms that do not converge,5
2025,11650,Unsupervised Learning for Combinatorial Optimization with Principled Objective Relaxation,5
333,6159,Beyond Time-Average Convergence: Near-Optimal Uncoupled Online Learning via Clairvoyant Multiplicative Weights Update,5
618,11493,Temporal Latent Bottleneck: Synthesis of Fast and Slow Processing Mechanisms in Sequence Learning,5
620,11721,Global Normalization for Streaming Speech Recognition in a Modular Framework,5
2077,10709,A Boosting Approach to Reinforcement Learning,5
2574,9086,Measuring and Reducing Model Update Regression in Structured Prediction for NLP,5
1820,3044,Symmetry Teleportation for Accelerated Optimization,5
2608,12265,The Power and Limitation of Pretraining-Finetuning for Linear Regression under Covariate Shift,5
769,6548,Exponential Separations in Symmetric Neural Networks,5
673,9875,Subquadratic Kronecker Regression with Applications to Tensor Decomposition,5
1580,11713,"Turbocharging Solution Concepts: Solving NEs, CEs and CCEs with Neural Equilibrium Solvers",5
443,7377,Efficient and Near-Optimal Smoothed Online Learning for Generalized Linear Functions,5
442,4605,Systematic improvement of neural network quantum states using Lanczos,5
882,420,MetaMask: Revisiting Dimensional Confounder for Self-Supervised Learning,5
1732,6938,Triangulation candidates for Bayesian optimization,5
681,312,Practical Adversarial Attacks on Spatiotemporal Traffic Forecasting Models,5
381,9557,BadPrompt: Backdoor Attacks on Continuous Prompts,5
2498,11603,Subgroup Robustness Grows On Trees: An Empirical Baseline Investigation,5
428,988,Signal Processing for Implicit Neural Representations,5
2092,10348,Is Integer Arithmetic Enough for Deep Learning Training?,5
1994,4781,HyperMiner: Topic Taxonomy Mining with Hyperbolic Embedding,5
1740,5152,Most Activation Functions Can Win the Lottery Without Excessive Depth,5
384,8651,When Does Group Invariant Learning Survive Spurious Correlations?,5
888,2022,"Don't Roll the Dice, Ask Twice: The Two-Query Distortion of Matching Problems and Beyond",5
727,2352,Contrastive Neural Ratio Estimation,5
2631,9259,Neural Network Architecture Beyond Width and Depth,5
412,6874,Fair Bayes-Optimal Classifiers Under Predictive Parity,5
2713,2173,Learning Chaotic Dynamics in Dissipative Systems,5
1749,10705,Curious Exploration via Structured World Models Yields Zero-Shot Object Manipulation,5
1752,1814,Increasing Confidence in Adversarial Robustness Evaluations,5
698,5273,Benign Underfitting of Stochastic Gradient Descent,5
2552,10988,Evaluated CMI Bounds for Meta Learning: Tightness and Expressiveness,5
2614,2926,Multi-objective Deep Data Generation with Correlated Property Control,5
1646,7615,Faster and Scalable Algorithms for Densest Subgraph and Decomposition,5
1583,3283,Forecasting Human Trajectory from Scene History,5
213,1174,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,5
2436,11357,FiLM-Ensemble: Probabilistic Deep Learning via Feature-wise Linear Modulation,5
2134,6600,LECO: Learnable Episodic Count for Task-Specific Intrinsic Reward,4
1938,12056,Peer Prediction for Learning Agents,4
1492,9279,Exploitability Minimization in Games and Beyond,4
2512,2475,Differentially Private Model Compression,4
2260,9107,Theoretically Better and Numerically Faster Distributed Optimization with Smoothness-Aware Quantization Techniques,4
724,6096,Adaptive Multi-stage Density Ratio Estimation for Learning Latent Space Energy-based Model,4
1873,11620,ProtoVAE: A Trustworthy Self-Explainable Prototypical Variational Model,4
2286,9135,Debiased Causal Tree: Heterogeneous Treatment Effects Estimation with Unmeasured Confounding,4
1187,9528,Extrapolation and Spectral Bias of Neural Nets with Hadamard Product: a Polynomial Net Study,4
1872,8732,When to Ask for Help: Proactive Interventions in Autonomous Reinforcement Learning,4
256,9016,Multi-agent Performative Prediction with Greedy Deployment and Consensus Seeking Agents,4
2292,10583,Archimedes Meets Privacy: On Privately Estimating Quantiles in High Dimensions Under Minimal Assumptions,4
2505,12353,Distinguishing discrete and continuous behavioral variability using warped autoregressive HMMs,4
739,2732,"Mirror Descent with Relative Smoothness in Measure Spaces, with application to Sinkhorn and EM",4
742,1359,Video-based Human-Object Interaction Detection from Tubelet Tokens,4
1137,6824,Staggered Rollout Designs Enable Causal Inference Under Interference Without Network Knowledge,4
95,761,Rethinking Individual Global Max in Cooperative Multi-Agent Reinforcement Learning,4
614,5989,A Unified Convergence Theorem for Stochastic Optimization Methods,4
1801,1648,Maximum Class Separation as Inductive Bias in One Matrix,4
2267,9500,Graph Neural Network Bandits,4
2283,4567,Physics-Embedded Neural Networks: Graph Neural PDE Solvers with Mixed Boundary Conditions,4
1164,4617,Differentially Private Learning with Margin Guarantees,4
1497,8137,Transition to Linearity of General Neural Networks with Directed Acyclic Graph Architecture,4
1166,6735,Spectral Bias Outside the Training Set for Deep Networks in the Kernel Regime,4
1118,8366,Finding and Listing Front-door Adjustment Sets,4
2279,12287,Robust Anytime Learning of Markov Decision Processes,4
270,5574,The Policy-gradient Placement and Generative Routing Neural Networks for Chip Design,4
1120,6100,The Curse of Unrolling: Rate of Differentiating Through Optimization,4
1149,9863,Unsupervised Learning From Incomplete Measurements for Inverse Problems,4
287,3770,Spartan: Differentiable Sparsity via Regularized Transportation,4
2534,8601,Additive MIL: Intrinsically Interpretable Multiple Instance Learning for Pathology,4
1174,1881,PointTAD: Multi-Label Temporal Action Detection with Learnable Query Points,4
704,9752,On Measuring Excess Capacity in Neural Networks,4
