Submission,Title,Cited
535,Locality-Aware Inter- and Intra-Video Reconstruction for Self-Supervised Correspondence Learning,-1
534,Open-Vocabulary Instance Segmentation via Robust Cross-Modal Pseudo-Labeling,-1
532,DGECN: A Depth-Guided Edge Convolutional Network for End-to-End 6D Pose Estimation,-1
523,All-Photon Polarimetric Time-of-Flight Imaging,-1
515,Task Adaptive Parameter Sharing for Multi-Task Learning,-1
511,Zero-Shot Text-Guided Object Generation With Dream Fields,-1
383,V-Doc: Visual Questions Answers With Documents,-1
1926,Learning Optimal K-Space Acquisition and Reconstruction Using Physics-Informed Neural Networks,-1
378,Dynamic Dual-Output Diffusion Models,-1
166,Target-Relevant Knowledge Preservation for Multi-Source Domain Adaptive Object Detection,-1
2013,DiGS: Divergence Guided Shape Implicit Neural Representation for Unoriented Point Clouds,-1
156,Uni-Perceiver: Pre-Training Unified Architecture for Generic Perception for Zero-Shot and Few-Shot Tasks,-1
2015,Semi-Supervised Learning of Semantic Correspondence With Pseudo-Labels,-1
149,LAR-SR: A Local Autoregressive Model for Image Super-Resolution,-1
147,Few-Shot Head Swapping in the Wild,-1
140,Pushing the Limits of Simple Pipelines for Few-Shot Learning: External Data and Fine-Tuning Make a Difference,-1
135,Arch-Graph: Acyclic Architecture Relation Predictor for Task-Transferable Neural Architecture Search,-1
2021,HLRTF: Hierarchical Low-Rank Tensor Factorization for Inverse Problems in Multi-Dimensional Imaging,-1
2022,Leveraging Self-Supervision for Cross-Domain Crowd Counting,-1
117,Everything at Once - Multi-Modal Fusion Transformer for Video Retrieval,-1
108,Abandoning the Bayer-Filter To See in the Dark,-1
106,TransGeo: Transformer Is All You Need for Cross-View Image Geo-Localization,-1
103,Single-Photon Structured Light,-1
2029,MVS2D: Efficient Multi-View Stereo via Attention-Driven 2D Convolutions,-1
101,Self-Supervised Learning of Object Parts for Semantic Segmentation,-1
164,CrossPoint: Self-Supervised Cross-Modal Contrastive Learning for 3D Point Cloud Understanding,-1
168,A Style-Aware Discriminator for Controllable Image Translation,-1
1892,Self-Supervised Video Transformer,-1
170,Incremental Cross-View Mutual Distillation for Self-Supervised Medical CT Synthesis,-1
193,360MonoDepth: High-Resolution 360deg Monocular Depth Estimation,-1
1992,BE-STI: Spatial-Temporal Integrated Network for Class-Agnostic Motion Prediction With Bidirectional Enhancement,-1
192,Versatile Multi-Modal Pre-Training for Human-Centric Perception,-1
186,Robust Optimization As Data Augmentation for Large-Scale Graphs,-1
1995,Vision-Language Pre-Training With Triple Contrastive Learning,-1
185,Class-Incremental Learning With Strong Pre-Trained Models,-1
1998,Fourier PlenOctrees for Dynamic Radiance Field Rendering in Real-Time,-1
1999,Learning To Answer Questions in Dynamic Audio-Visual Scenarios,-1
180,Safe Self-Refinement for Transformer-Based Domain Adaptation,-1
177,ACPL: Anti-Curriculum Pseudo-Labelling for Semi-Supervised Medical Image Classification,-1
2002,CLIP-Event: Connecting Text and Images With Event Structures,-1
2004,Deep Visual Geo-Localization Benchmark,-1
2005,Scaling Up Vision-Language Pre-Training for Image Captioning,-1
172,Partially Does It: Towards Scene-Level FG-SBIR With Partial Input,-1
171,Enhancing Adversarial Training With Second-Order Statistics of Weights,-1
100,Knowledge Mining With Scene Text for Fine-Grained Recognition,-1
98,CoSSL: Co-Learning of Representation and Classifier for Imbalanced Semi-Supervised Learning,-1
93,Highly-Efficient Incomplete Large-Scale Multi-View Clustering With Consensus Bipartite Graph,-1
2035,Fine-Tuning Global Model via Data-Free Knowledge Distillation for Non-IID Federated Learning,-1
49,CVF-SID: Cyclic Multi-Variate Function for Self-Supervised Image Denoising by Disentangling Noise From Image,-1
46,LGT-Net: Indoor Panoramic Room Layout Estimation With Geometry-Aware Transformer Network,-1
42,Pointly-Supervised Instance Segmentation,-1
39,Cross-Modal Map Learning for Vision and Language Navigation,-1
2061,Task Decoupled Framework for Reference-Based Super-Resolution,-1
2062,Aug-NeRF: Training Stronger Neural Radiance Fields With Triple-Level Physically-Grounded Augmentations,-1
32,Balanced and Hierarchical Relation Learning for One-Shot Object Detection,-1
2065,Temporal Complementarity-Guided Reinforcement Learning for Image-to-Video Person Re-Identification,-1
23,Learning To Affiliate: Mutual Centralized Learning for Few-Shot Classification,-1
22,ZeroCap: Zero-Shot Image-to-Text Generation for Visual-Semantic Arithmetic,-1
16,Learning Adaptive Warping for Real-World Rolling Shutter Correction,-1
14,TWIST: Two-Way Inter-Label Self-Training for Semi-Supervised 3D Instance Segmentation,-1
13,DATA: Domain-Aware and Task-Aware Self-Supervised Learning,-1
11,f-SfT: Shape-From-Template With a Physics-Based Deformation Model,-1
6,Weakly Supervised Semantic Segmentation by Pixel-to-Prototype Contrast,-1
51,Distribution-Aware Single-Stage Models for Multi-Person 3D Pose Estimation,-1
2055,AKB-48: A Real-World Articulated Object Knowledge Base,-1
53,Exploring Patch-Wise Semantic Relation for Contrastive Learning in Image-to-Image Translation Tasks,-1
2044,DanceTrack: Multi-Object Tracking in Uniform Appearance and Diverse Motion,-1
92,Weakly Supervised High-Fidelity Clothing Model Generation,-1
90,Reinforced Structured State-Evolution for Vision-Language Navigation,-1
2038,Beyond a Pre-Trained Object Detector: Cross-Modal Textual and Visual Context for Image Captioning,-1
89,StyleSwin: Transformer-Based GAN for High-Resolution Image Generation,-1
86,EfficientNeRF  Efficient Neural Radiance Fields,-1
2043,TransVPR: Transformer-Based Place Recognition With Multi-Level Attention Aggregation,-1
2045,Unsupervised Learning of Debiased Representations With Pseudo-Attributes,-1
62,Towards General Purpose Vision Systems: An End-to-End Task-Agnostic Vision-Language Architecture,-1
76,Neural Rays for Occlusion-Aware Image-Based Rendering,-1
73,Uformer: A General U-Shaped Transformer for Image Restoration,-1
69,PhoCaL: A Multi-Modal Dataset for Category-Level Object Pose Estimation With Photometrically Challenging Objects,-1
68,ABPN: Adaptive Blend Pyramid Network for Real-Time Local Retouching of Ultra High-Resolution Photo,-1
2051,CD2-pFed: Cyclic Distillation-Guided Channel Decoupling for Model Personalization in Federated Learning,-1
65,LiT: Zero-Shot Transfer With Locked-Image Text Tuning,-1
196,MUSE-VAE: Multi-Scale VAE for Environment-Aware Long Term Trajectory Prediction,-1
1989,Segment-Fusion: Hierarchical Context Fusion for Robust 3D Semantic Segmentation,-1
197,Multi-View Consistent Generative Adversarial Networks for 3D-Aware Image Synthesis,-1
292,"3D Human Tongue Reconstruction From Single ""In-the-Wild"" Images",-1
328,FineDiving: A Fine-Grained Dataset for Procedure-Aware Action Quality Assessment,-1
1919,Exposure Normalization and Compensation for Multiple-Exposure Correction,-1
1920,UDA-COPE: Unsupervised Domain Adaptation for Category-Level Object Pose Estimation,-1
1921,Learning Non-Target Knowledge for Few-Shot Semantic Segmentation,-1
322,ETHSeg: An Amodel Instance Segmentation Network and a Real-World Dataset for X-Ray Waste Inspection,-1
320,Task-Adaptive Negative Envision for Few-Shot Open-Set Recognition,-1
316,Fast Algorithm for Low-Rank Tensor Completion in Delay-Embedded Space,-1
315,Interpretable Part-Whole Hierarchies and Conceptual-Semantic Relationships in Neural Networks,-1
614,Text to Image Generation With Semantic-Spatial Aware GAN,-1
1928,Raw High-Definition Radar for Multi-Task Learning,-1
1929,Point-NeRF: Point-Based Neural Radiance Fields,-1
311,Contour-Hugging Heatmaps for Landmark Detection,-1
310,Robust Outlier Detection by De-Biasing VAE Likelihoods,-1
304,Instance-Wise Occlusion and Depth Orders in Natural Scenes,-1
295,Lite-MDETR: A Lightweight Multi-Modal Detector,-1
332,DASO: Distribution-Aware Semantics-Oriented Pseudo-Label for Imbalanced Semi-Supervised Learning,-1
342,AP-BSN: Self-Supervised Denoising for Real-World Images via Asymmetric PD and Blind-Spot Network,-1
345,Depth-Guided Sparse Structure-From-Motion for Movies and TV Shows,-1
1901,Class-Balanced Pixel-Level Self-Labeling for Domain Adaptive Semantic Segmentation,-1
377,REX: Reasoning-Aware and Grounded Explanation,-1
1894,Expanding Large Pre-Trained Unimodal Models With Multimodal Information Injection for Image-Text Multimodal Classification,-1
1895,Neural RGB-D Surface Reconstruction,-1
1896,ClusterGNN: Cluster-Based Coarse-To-Fine Graph Neural Network for Efficient Feature Matching,-1
375,Amodal Segmentation Through Out-of-Task and Out-of-Distribution Generalization With a Bayesian Model,-1
374,XYLayoutLM: Towards Layout-Aware Multimodal Networks for Visually-Rich Document Understanding,-1
1902,Coopernaut: End-to-End Driving With Cooperative Perception for Networked Vehicles,-1
353,CLIP-Forge: Towards Zero-Shot Text-To-Shape Generation,-1
1904,Few-Shot Keypoint Detection With Uncertainty Learning for Unseen Species,-1
365,One Step at a Time: Long-Horizon Vision-and-Language Navigation With Milestones,-1
361,Self-Supervised Models Are Continual Learners,-1
359,Instance-Dependent Label-Noise Learning With Manifold-Regularized Transition Matrix Estimation,-1
356,Active Learning for Open-Set Annotation,-1
355,Source-Free Object Detection by Learning To Overlook Domain Style,-1
294,Multi-Scale High-Resolution Vision Transformer for Semantic Segmentation,-1
287,Bi-Directional Object-Context Prioritization Learning for Saliency Ranking,-1
200,Memory-Augmented Non-Local Attention for Video Super-Resolution,-1
282,Make It Move: Controllable Image-to-Video Generation With Text Descriptions,-1
230,Shifting More Attention to Visual Backbone: Query-Modulated Refinement Networks for End-to-End Visual Grounding,-1
229,Mutual Information-Driven Pan-Sharpening,-1
1972,VL-InterpreT: An Interactive Visualization Tool for Interpreting Vision-Language Transformers,-1
227,Local-Adaptive Face Recognition via Graph-Based Meta-Clustering and Regularized Adaptation,-1
1974,Privacy-Preserving Online AutoML for Domain-Specific Face Detection,-1
217,Graph-Context Attention Networks for Size-Varied Deep Graph Matching,-1
1976,Neural 3D Video Synthesis From Multi-View Video,-1
1978,Learning Where To Learn in Cross-View Self-Supervised Learning,-1
1980,Sparse Object-Level Supervision for Instance Segmentation With Pixel Embeddings,-1
210,DF-GAN: A Simple and Effective Baseline for Text-to-Image Synthesis,-1
206,Few-Shot Font Generation by Learning Fine-Grained Local Styles,-1
204,GazeOnce: Real-Time Multi-Person Gaze Estimation,-1
203,Transformer-Empowered Multi-Scale Contextual Matching and Aggregation for Multi-Contrast MRI Super-Resolution,-1
1985,Learning What Not To Segment: A New Perspective on Few-Shot Segmentation,-1
1986,Blended Diffusion for Text-Driven Editing of Natural Images,-1
231,A Framework for Learning Ante-Hoc Explainable Models via Concepts,-1
235,DO-GAN: A Double Oracle Framework for Generative Adversarial Networks,-1
239,Contextualized Spatio-Temporal Contrastive Learning With Self-Supervision,-1
1952,EMScore: Evaluating Video Captioning via Coarse-Grained and Fine-Grained Embedding Matching,-1
1944,MISF: Multi-Level Interactive Siamese Filtering for High-Fidelity Image Inpainting,-1
1946,MSTR: Multi-Scale Transformer for End-to-End Human-Object Interaction Detection,-1
1948,How Do You Do It? Fine-Grained Action Understanding With Pseudo-Adverbs,-1
1949,InsetGAN for Full-Body Image Generation,-1
279,Dense Learning Based Semi-Supervised Object Detection,-1
264,VL-Adapter: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks,-1
1953,SNR-Aware Low-Light Image Enhancement,-1
245,De-Rendering 3D Objects in the Wild,-1
263,SmartAdapt: Multi-Branch Object Detection Framework for Videos on Mobiles,-1
258,Cross-View Transformers for Real-Time Map-View Semantic Segmentation,-1
256,MS-TCT: Multi-Scale Temporal ConvTransformer for Action Detection,-1
251,ABO: Dataset and Benchmarks for Real-World 3D Object Understanding,-1
1960,Event-Aided Direct Sparse Odometry,-1
1962,Single-Domain Generalized Object Detection in Urban Scene via Cyclic-Disentangled Self-Distillation,-1
1771,Robust Fine-Tuning of Zero-Shot Models,-1
688,Recurrent Glimpse-Based Decoder for Detection With Transformer,-1
621,Learning To Prompt for Open-Vocabulary Object Detection With Vision-Language Model,-1
1093,HODOR: High-Level Object Descriptors for Object Re-Segmentation in Video Learned From Static Images,-1
1117,Reference-Based Video Super-Resolution Using Multi-Camera Video Triplets,-1
1518,Remember the Difference: Cross-Domain Few-Shot Semantic Segmentation via Meta-Memory Transfer,-1
1114,H2FA R-CNN: Holistic and Hierarchical Feature Alignment for Cross-Domain Weakly Supervised Object Detection,-1
1520,UniVIP: A Unified Framework for Self-Supervised Visual Pre-Training,-1
1098,Towards an End-to-End Framework for Flow-Guided Video Inpainting,-1
1096,Catching Both Gray and Black Swans: Open-Set Supervised Anomaly Detection,-1
1095,VGSE: Visually-Grounded Semantic Embeddings for Zero-Shot Learning,-1
1092,Semi-Supervised Object Detection via Multi-Instance Alignment With Global Class Prototypes,-1
1768,Category-Aware Transformer Network for Better Human-Object Interaction Detection,-1
1530,Multi-Modal Extreme Classification,-1
1088,GraftNet: Towards Domain Generalized Stereo Matching With a Broad-Spectrum and Task-Oriented Feature,-1
1087,Learning sRGB-to-Raw-RGB De-Rendering With Content-Aware Metadata,-1
1534,Non-Isotropy Regularization for Proxy-Based Deep Metric Learning,-1
1535,C2AM: Contrastive Learning of Class-Agnostic Activation Map for Weakly Supervised Object Localization and Semantic Segmentation,-1
1083,Zero-Query Transfer Attacks on Context-Aware Object Detectors,-1
1068,Motion-Modulated Temporal Fragment Alignment Network for Few-Shot Action Recognition,-1
1122,Simple Multi-Dataset Detection,-1
1123,MLP-3D: A MLP-Like 3D Architecture With Grouped Time Mixing,-1
1514,Co-Domain Symmetry for Complex-Valued Deep Learning,-1
1513,Video Demoireing With Relation-Based Temporal Consistency,-1
1494,GIRAFFE HD: A High-Resolution 3D-Aware Generative Model,-1
1163,"Knowledge Distillation As Efficient Pre-Training: Faster Convergence, Higher Data-Efficiency, and Better Transferability",-1
1162,A Simple Data Mixing Prior for Improving Self-Supervised Learning,-1
1158,LMGP: Lifted Multicut Meets Geometry Projections for Multi-Camera Multi-Object Tracking,-1
1501,Knowledge-Driven Self-Supervised Representation Learning for Facial Action Unit Recognition,-1
1154,CO-SNE: Dimensionality Reduction and Visualization for Hyperbolic Data,-1
1153,Stereo Magnification With Multi-Layer Images,-1
1150,Robust Cross-Modal Representation Learning With Progressive Self-Distillation,-1
1147,Sylph: A Hypernetwork Framework for Incremental Few-Shot Object Detection,-1
1146,Patch-Level Representation Learning for Self-Supervised Vision Transformers,-1
1144,VISOLO: Grid-Based Space-Time Aggregation for Efficient Online Video Instance Segmentation,-1
1143,AIM: An Auto-Augmenter for Images and Meshes,-1
1138,AdaMixer: A Fast-Converging Query-Based Object Detector,-1
1133,Audio-Visual Generalised Zero-Shot Learning With Cross-Modal Attention and Language,-1
1125,Sketch3T: Test-Time Training for Zero-Shot SBIR,-1
1067,Perturbed and Strict Mean Teachers for Semi-Supervised Semantic Segmentation,-1
1540,Few-Shot Learning With Noisy Labels,-1
1063,Learning Motion-Dependent Appearance for High-Fidelity Rendering of Dynamic Humans From a Single Camera,-1
1025,Depth-Supervised NeRF: Fewer Views and Faster Training for Free,-1
1023,Learning Memory-Augmented Unidirectional Metrics for Cross-Modality Person Re-Identification,-1
1022,RSTT: Real-Time Spatial Temporal Transformer for Space-Time Video Super-Resolution,-1
1021,On Generalizing Beyond Domains in Cross-Domain Continual Learning,-1
1019,More Than Words: In-the-Wild Visually-Driven Prosody for Text-to-Speech,-1
1571,"Revisiting the ""Video"" in Video-Language Understanding",-1
1017,Towards Efficient Data Free Black-Box Adversarial Attack,-1
1013,Self-Sustaining Representation Expansion for Non-Exemplar Class-Incremental Learning,-1
1575,COTS: Collaborative Two-Stream Vision-Language Pre-Training Model for Cross-Modal Retrieval,-1
1576,Degree-of-Linear-Polarization-Based Color Constancy,-1
1002,Class-Aware Contrastive Semi-Supervised Learning,-1
1580,ViSTA: Vision and Scene Text Aggregation for Cross-Modal Retrieval,-1
1581,DenseCLIP: Language-Guided Dense Prediction With Context-Aware Prompting,-1
999,ViM: Out-of-Distribution With Virtual-Logit Matching,-1
1583,"JRDB-Act: A Large-Scale Dataset for Spatio-Temporal Action, Social Group and Activity Detection",-1
998,Deep Image-Based Illumination Harmonization,-1
1024,A Closer Look at Few-Shot Image Generation,-1
1562,Safe-Student for Safe Deep Semi-Supervised Learning With Unseen-Class Unlabeled Data,-1
1059,Panoptic-PHNet: Towards Real-Time and High-Precision LiDAR Panoptic Segmentation via Clustering Pseudo Heatmap,-1
1026,Unsupervised Domain Generalization by Learning a Bridge Across Domains,-1
1056,SMPL-A: Modeling Person-Specific Deformable Anatomy,-1
1545,Pseudo-Stereo for Monocular 3D Object Detection in Autonomous Driving,-1
1053,SphericGAN: Semi-Supervised Hyper-Spherical Generative Adversarial Networks for Fine-Grained Image Synthesis,-1
1547,Syntax-Aware Network for Handwritten Mathematical Expression Recognition,-1
1048,Trustworthy Long-Tailed Classification,-1
1550,PlanarRecon: Real-Time 3D Plane Detection and Reconstruction From Posed Monocular Videos,-1
1045,GPV-Pose: Category-Level Object Pose Estimation via Geometry-Guided Point-Wise Voting,-1
1044,Undoing the Damage of Label Shift for Cross-Domain Semantic Segmentation,-1
1043,Retrieval-Based Spatially Adaptive Normalization for Semantic Image Synthesis,-1
1040,Cross-Modal Representation Learning for Zero-Shot Action Recognition,-1
1039,Arbitrary-Scale Image Synthesis,-1
1034,GOAL: Generating 4D Whole-Body Motion for Hand-Object Grasping,-1
1557,Cycle-Consistent Counterfactuals by Latent Transformations,-1
1031,Learning Trajectory-Aware Transformer for Video Super-Resolution,-1
1028,Multi-Scale Memory-Based Video Deblurring,-1
1170,Integrative Few-Shot Learning for Classification and Segmentation,-1
1173,Pix2NeRF: Unsupervised Conditional p-GAN for Single Image to Neural Radiance Fields Translation,-1
1178,NightLab: A Dual-Level Architecture With Hardness Detection for Segmentation at Night,-1
1345,Weakly-Supervised Online Action Segmentation in Multi-View Instructional Videos,-1
1343,PatchNet: A Simple Face Anti-Spoofing Framework via Fine-Grained Patch Recognition,-1
1423,M3T: Three-Dimensional Medical Image Classifier Using Multi-Plane and Multi-Slice Transformer,-1
1339,The Neurally-Guided Shape Parser: Grammar-Based Labeling of 3D Shape Regions With Approximate Inference,-1
1337,An Empirical Study of Training End-to-End Vision-and-Language Transformers,-1
1336,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,-1
1427,A Proposal-Based Paradigm for Self-Supervised Sound Source Localization in Videos,-1
1322,The Devil Is in the Margin: Margin-Based Label Smoothing for Network Calibration,-1
1315,Dist-PU: Positive-Unlabeled Learning From a Label Distribution Perspective,-1
1311,SwinBERT: End-to-End Transformers With Sparse Attention for Video Captioning,-1
1308,OakInk: A Large-Scale Knowledge Repository for Understanding Hand-Object Interaction,-1
1436,Multi-Grained Spatio-Temporal Features Perceived Network for Event-Based Lip-Reading,-1
1299,PSTR: End-to-End One-Step Person Search With Transformers,-1
1293,Cross-Domain Few-Shot Learning With Task-Specific Adapters,-1
1290,Towards Better Plasticity-Stability Trade-Off in Incremental Learning: A Simple Linear Connector,-1
1274,On the Integration of Self-Attention and Convolution,-1
1420,BoxeR: Box-Attention for 2D and 3D Transformers,-1
1351,Federated Class-Incremental Learning,-1
1263,GeoEngine: A Platform for Production-Ready Geospatial Research,-1
1417,SphereSR: 360deg Image Super-Resolution With Arbitrary Projection via Continuous Spherical Image Representation,-1
1398,Generalized Binary Search Network for Highly-Efficient Multi-View Stereo,-1
1393,Self-Supervised Spatial Reasoning on Multi-View Line Drawings,-1
1389,Group R-CNN for Weakly Semi-Supervised Object Detection With Points,-1
1404,Whose Hands Are These? Hand Detection and Hand-Body Association in the Wild,-1
1405,Mega-NERF: Scalable Construction of Large-Scale NeRFs for Virtual Fly-Throughs,-1
1385,Reading To Listen at the Cocktail Party: Multi-Modal Speech Separation,-1
1382,Bi-Level Doubly Variational Learning for Energy-Based Latent Variable Models,-1
1381,GanOrCon: Are Generative Models Useful for Few-Shot Segmentation?,-1
1409,Adversarial Eigen Attack on Black-Box Models,-1
1374,Detecting Deepfakes With Self-Blended Images,-1
1365,Scribble-Supervised LiDAR Semantic Segmentation,-1
1363,Global Convergence of MAML and Theory-Inspired Neural Architecture Search for Few-Shot Learning,-1
1361,Parameter-Free Online Test-Time Adaptation,-1
1415,Mutual Quantization for Cross-Modal Search With Noisy Labels,-1
1354,D-Grasp: Physically Plausible Dynamic Grasp Synthesis for Hand-Object Interactions,-1
1265,Semi-Supervised Few-Shot Learning via Multi-Factor Clustering,-1
1448,Training High-Performance Low-Latency Spiking Neural Networks by Differentiation on Spike Representation,-1
1488,"Neural Emotion Director: Speech-Preserving Semantic Control of Facial Expressions in ""In-the-Wild"" Videos",-1
1226,Smooth-Swap: A Simple Enhancement for Face-Swapping With Smoothness,-1
1214,A Low-Cost & Real-Time Motion Capture System,-1
1471,Learning Modal-Invariant and Temporal-Memory for Video-Based Visible-Infrared Person Re-Identification,-1
1212,DST: Dynamic Substitute Training for Data-Free Black-Box Attack,-1
1211,Meta-Attention for ViT-Backed Continual Learning,-1
1209,Efficient Two-Stage Detection of Human-Object Interactions With a Novel Unary-Pairwise Transformer,-1
1476,Align Representations With Base: A New Approach to Self-Supervised Learning,-1
1477,Exploring Denoised Cross-Video Contrast for Weakly-Supervised Temporal Action Localization,-1
1478,"Pre-Train, Self-Train, Distill: A Simple Recipe for Supersizing 3D Reconstruction",-1
1201,Wnet: Audio-Guided Video Object Segmentation via Wavelet-Based Cross-Modal Denoising Networks,-1
1197,The Majority Can Help the Minority: Context-Rich Minority Oversampling for Long-Tailed Classification,-1
1196,MetaFSCIL: A Meta-Learning Approach for Few-Shot Class Incremental Learning,-1
1194,iFS-RCNN: An Incremental Few-Shot Instance Segmenter,-1
1483,Low-Resource Adaptation for Personalized Co-Speech Gesture Generation,-1
1191,TransMVSNet: Global Context-Aware Multi-View Stereo Network With Transformers,-1
1183,Constrained Few-Shot Class-Incremental Learning,-1
1469,GrainSpace: A Large-Scale Dataset for Fine-Grained and Domain-Adaptive Recognition of Cereal Grains,-1
1227,Full-Range Virtual Try-On With Recurrent Tri-Level Transform,-1
1449,AnyFace: Free-Style Text-To-Face Synthesis and Manipulation,-1
1230,ADAPT: Vision-Language Navigation With Modality-Aligned Action Prompts,-1
1262,LiDARCap: Long-Range Marker-Less 3D Human Motion Capture With LiDAR Point Clouds,-1
1259,Alignment-Uniformity Aware Representation Learning for Zero-Shot Video Classification,-1
1258,AME: Attention and Memory Enhancement in Hyper-Parameter Optimization,-1
1453,Computing Wasserstein-p Distance Between Images With Linear Cost,-1
1256,Object-Region Video Transformers,-1
1255,Salient-to-Broad Transition for Video Person Re-Identification,-1
1254,Depth Estimation by Combining Binocular Stereo and Monocular Structured-Light,-1
1457,Investigating Tradeoffs in Real-World Video Super-Resolution,-1
1251,MulT: An End-to-End Multitask Learning Transformer,-1
1250,Text2Pos: Text-to-Point-Cloud Cross-Modal Localization,-1
1245,Semantic-Aware Auto-Encoders for Self-Supervised Representation Learning,-1
1241,Single-Stage Is Enough: Multi-Person Absolute 3D Pose Estimation,-1
1462,Large-Scale Video Panoptic Segmentation in the Wild: A Benchmark,-1
1236,BTS: A Bi-Lingual Benchmark for Text Segmentation in the Wild,-1
1234,Mining Multi-View Information: A Strong Self-Supervised Framework for Depth-Based 3D Hand Pose and Mesh Estimation,-1
1585,Likert Scoring With Grade Decoupling for Long-Term Action Assessment,-1
994,Rethinking Visual Geo-Localization for Large-Scale Applications,-1
1587,Investigating Top-k White-Box and Transferable Black-Box Attack,-1
1701,TransEditor: Transformer-Based Dual-Space GAN for Highly Controllable Facial Editing,-1
761,Audio-Visual Speech Codecs: Rethinking Audio-Visual Speech Enhancement by Re-Synthesis,-1
755,B-Cos Networks: Alignment Is All We Need for Interpretability,-1
752,Generalized Few-Shot Semantic Segmentation,-1
1707,Texture-Based Error Analysis for Image Super-Resolution,-1
745,Mask-Guided Spectral-Wise Transformer for Efficient Hyperspectral Image Reconstruction,-1
732,Non-Parametric Depth Distribution Modelling Based Depth Inference for Multi-View Stereo,-1
729,Brain-Supervised Image Editing,-1
1712,DeepFusion: Lidar-Camera Deep Fusion for Multi-Modal 3D Object Detection,-1
724,An Empirical Study of End-to-End Temporal Action Detection,-1
715,En-Compactness: Self-Distillation Embedding & Contrastive Generation for Generalized Zero-Shot Learning,-1
714,Target-Aware Dual Adversarial Learning and a Multi-Scenario Multi-Modality Benchmark To Fuse Infrared and Visible for Object Detection,-1
713,Advancing High-Resolution Video-Language Representation With Large-Scale Video Transcriptions,-1
1717,DeepFace-EMD: Re-Ranking Using Patch-Wise Earth Mover's Distance Improves Out-of-Distribution Face Identification,-1
1718,A Sampling-Based Approach for Efficient Clustering in Large Datasets,-1
1719,General Facial Representation Learning in a Visual-Linguistic Manner,-1
763,X-Trans2Cap: Cross-Modal Knowledge Transfer Using Transformer for 3D Dense Captioning,-1
1700,A Graph Matching Perspective With Transformers on Video Instance Segmentation,-1
709,Incorporating Semi-Supervised and Positive-Unlabeled Learning for Boosting Full Reference Image Quality Assessment,-1
765,Image-to-Lidar Self-Supervised Distillation for Autonomous Driving Data,-1
784,Ev-TTA: Test-Time Adaptation for Event-Based Object Recognition,-1
781,360-Attack: Distortion-Aware Perturbations From Perspective-Views,-1
780,Ref-NeRF: Structured View-Dependent Appearance for Neural Radiance Fields,-1
778,CLIP-NeRF: Text-and-Image Driven Manipulation of Neural Radiance Fields,-1
1686,CAT-Det: Contrastively Augmented Transformer for Multi-Modal 3D Object Detection,-1
1687,OSSGAN: Open-Set Semi-Supervised Image Generation,-1
776,Multi-View Depth Estimation by Fusing Single-View Depth Probability With Multi-View Geometry,-1
774,Learning From Pixel-Level Noisy Label: A New Perspective for Light Field Saliency Detection,-1
773,Interactive Multi-Class Tiny-Object Detection,-1
772,Self-Distillation From the Last Mini-Batch for Consistency Regularization,-1
1692,M5Product: Self-Harmonized Contrastive Learning for E-Commercial Multi-Modal Pretraining,-1
1693,Bi-Level Alignment for Cross-Domain Crowd Counting,-1
1694,ST-MFNet: A Spatio-Temporal Multi-Flow Network for Frame Interpolation,-1
1695,Self-Supervised Super-Resolution for Multi-Exposure Push-Frame Satellites,-1
768,Which Images To Label for Few-Shot Medical Landmark Detection?,-1
712,Capturing and Inferring Dense Full-Body Human-Scene Contact,-1
1722,Reusing the Task-Specific Classifier as a Discriminator: Discriminator-Free Adversarial Domain Adaptation,-1
791,Pyramid Architecture for Multi-Scale Processing in Point Cloud Segmentation,-1
674,Learning Hierarchical Cross-Modal Association for Co-Speech Gesture Generation,-1
668,The Two Dimensions of Worst-Case Training and Their Integrated Effect for Out-of-Domain Generalization,-1
1753,Multi-Modal Dynamic Graph Transformer for Visual Grounding,-1
662,Motion-From-Blur: 3D Shape and Motion Estimation of Motion-Blurred Objects in Videos,-1
661,Slot-VPS: Object-Centric Representation Learning for Video Panoptic Segmentation,-1
647,InstaFormer: Instance-Aware Image-to-Image Translation With Transformer,-1
646,Spatial-Temporal Space Hand-in-Hand: Spatial-Temporal Video Super-Resolution via Cycle-Projected Mutual Learning,-1
1758,Cross-Model Pseudo-Labeling for Semi-Supervised Action Recognition,-1
642,Learning With Twin Noisy Labels for Visible-Infrared Person Re-Identification,-1
635,Rep-Net: Efficient On-Device Learning via Feature Reprogramming,-1
628,RayMVSNet: Learning Ray-Based 1D Implicit Fields for Accurate Multi-View Stereo,-1
627,Global-Aware Registration of Less-Overlap RGB-D Scans,-1
1763,Interactiveness Field in Human-Object Interactions,-1
624,Interactive Segmentation and Visualization for Tiny Objects in Multi-Megapixel Images,-1
1766,Self-Supervised Dense Consistency Regularization for Image-to-Image Translation,-1
1767,The Devil Is in the Details: Window-Based Attention for Image Compression,-1
670,Backdoor Attacks on Self-Supervised Learning,-1
1749,A Hybrid Egocentric Activity Anticipation Framework via Memory-Augmented Recurrent and One-Shot Representation Forecasting,-1
708,StyleSDF: High-Resolution 3D-Consistent Image and Geometry Generation,-1
676,Signing at Scale: Learning to Co-Articulate Signs for Large-Scale Photo-Realistic Sign Language Production,-1
